ids,artists,mediums,titles,descriptions,urls
Fra_11,Paul Cezanne,Oil on canvas,The Basket of Apples,"Art, Paul Cézanne once claimed, is “a harmony running parallel to nature,” not an imitation of nature. In his quest for underlying structure and composition, he recognized that the artist is not bound to represent real objects in real space. Thus, The Basket of Apples contains one of his signature tilted tables, an impossible rectangle with no right angles. On it, a basket of apples pitches forward from a slablike base, seemingly balanced by the bottle and the tablecloth’s thick, sculptural folds. The heavy modeling, solid brushstrokes, and glowing colors give the composition a density and dynamism that a more realistic still life could never possess. This painting, one of Cézanne’s rare signed works, was part of an important exhibition urged on the artist by the Parisian art dealer Ambroise Vollard in 1895. Since Cézanne had spent the majority of his career painting in isolation in his native Provence, this was the first opportunity in nearly twenty years for the public to see the work of the artist who is now hailed as the father of modern painting.",https://www.artic.edu/artworks/111436/the-basket-of-apples
Fra_12,Berthe Morisot,Oil on canvas,Woman at Her Toilette,"Consistent with the Impressionist aesthetic that Berthe Morisot fervently espoused, Woman at Her Toilette attempts to capture the essence of modern life in summary, understated terms. The painting also moves discreetly into the realm of female eroticism explored by Edgar Degas, Édouard Manet, and Pierre-Auguste Renoir but seldom broached at this time by women artists. Rendered with soft, feathery brushstrokes in nuanced shades of lavender, pink, blue, white, and gray, the composition resembles a visual tone poem, orchestrated with such perfumed and rarified motifs as brushed blonde hair, satins, powder puffs, and ﬂower petals. The artist even signed her name along the bottom of the mirror, as if to suggest that the image in her painting is as ephemeral as a silvery reﬂection. Morisot exhibited in seven of the eight Impressionist group shows; this painting was included in the fifth exhibition, in 1880, where her work received great acclaim. She was a particularly close friend of and frequent model for Manet, and she married his younger brother Eugène the year before she completed this painting. In addition to domestic interiors such as this one, Morisot’s pictorial realm included studies of women and children, gardens, fields, and seaside vacation homes.",https://www.artic.edu/artworks/11723/woman-at-her-toilette
Fra_13,Claude Monet,Oil on canvas,The Beach at Sainte-Adresse,"In the summer of 1867 Claude Monet stayed with his aunt in Sainte-Adresse, an affluent suburb of the port city of Le Havre in Normandy, where the artist grew up. Monet began the painting outdoors on an overcast day but likely revised the composition in his studio in view of other related canvases, especially the Metropolitan Museum of Art’s Regatta at Sainte-Adresse (51.30.4). Technical analysis revealed that what started as a scene of yachts and tourists at the beach ultimately became a view of sailboats and local fishermen. Monet first exhibited this painting at the Impressionist exhibition of 1876, the second of eight independent exhibitions he mounted with a group of like-minded avant-garde artists who sought to present their work outside of France’s traditional, state-sponsored Salon system.",https://www.artic.edu/artworks/14598/the-beach-at-sainte-adresse
Fra_14,Robert Delaunay,Oil on canvas,Champs de Mars: The Red Tower,"Robert Delaunay was four years old when the Eiffel Tower was erected in Paris in the public green space known as the Champ de Mars. One of many artists to depict the landmark, Delaunay did a series of Eiffel Tower paintings, of which the Art Institute’s example is among the best known. The artist infused the dynamism of modern life into this image by employing multiple viewpoints, rhythmic fragmentation of form, and strong color contrasts. Delaunay accented the structure’s towering presence by framing it with tall buildings and placing smaller, shorter buildings, seen from above, at its base. The top of the tower seems to soar, its massive structure augmented by winglike clouds and patches of light-filled sky.The artist first showed this painting in the winter of 1912, at the Galerie Barbazanges in Paris, where Guillaume Apollinaire described the work in a review as “unfinished, whether by design or accident.” Although Delaunay’s intent is not recorded, it is certain that by 1923, when this work was illustrated in the pages of the Bulletin de l’effort modern, it looked as it does today: the artist had repainted portions of the canvas and filled areas of reserve with paint.",https://www.artic.edu/artworks/9503/champs-de-mars-the-red-tower
Fra_15,Paul Cezanne,Oil on canvas,"The Bay of Marseille, Seen from L’Estaque","In a letter to his friend and teacher Camille Pissarro, Paul Cézanne compared the view of the sea from L’Estaque to a playing card, with its simple shapes and colors. The landscape’s configuration and color fascinated him. This painting is one of more than a dozen such vistas created by the artist during the 1880s. Cézanne divided the canvas into four zones—architecture, water, mountain, and sky. Although these four elements are seen repeatedly in Impressionist paintings, Cézanne’s work is very different from that of his fellow artists. Whereas their primary purpose was to record the transient effects of light, Cézanne was interested in the underlying structure and composition of the views he painted. Filling the canvas with shapes defined by strong, contrasting colors and a complex grid of horizontal, vertical, and diagonal lines, he created a highly compact, dynamic pattern of water, sky, land, and village that at once refers back to traditionally structured landscape paintings and looks forward to the innovations of Cubism. Using blocklike brushstrokes to build the space, Cézanne created a composition that seems both two- and three-dimensional. Not locked tightly in place, his forms appear to touch and shift continually, creating a sense of volume and space that strengthens the composition and brings it to life.",https://www.artic.edu/artworks/16487/the-bay-of-marseille-seen-from-l-estaque
Fra_16,Hilaire Germain Edgar Degas,Pastel over monotype on cream laid paper,Ballet at the Paris Opéra,"One of the nineteenth century’s most innovative artists, Edgar Degas often combined traditional techniques in unorthodox ways. In Ballet at the Paris Opéra, the artist creatively joined the monotype technique, rarely used in his time, with the fragile medium of pastel. Described as “the powder of butterfly wings,” pastel was the perfect medium to illustrate the onstage metamorphosis of spindly young dancers into visions of beauty as perfect and short-lived as butterflies. This work, executed on one of the widest monotype plates ever used by the artist, bears Degas’s characteristically cropped forms and odd vantage points, which effectively convey the immediacy of the scene. The view is from the orchestra pit, with the necks of the double basses intruding into the dancers’ zone. The central dancer is in fifth position, en pointe, but the random placement of the corps de ballet, with the dancers’ free-flowing hair, suggests a rehearsal rather than a performance. The Paris Opéra was the official school of the first state-supported ballet, the Académie Royale de Danse, created in 1661.",https://www.artic.edu/artworks/61603/ballet-at-the-paris-opera
Fra_17,Pierre-Auguste Renoir,Oil on canvas,Acrobats at the Cirque Fernando (Francisca and Angelina Wartenberg),"The two little circus girls in this painting are Francisca and Angelina Wartenberg, who performed as acrobats in the famed Cirque Fernando in Paris. Although they were depicted in the center of a circus ring, the sisters actually posed in costume in Pierre-Auguste Renoir’s studio, enabling him to paint them in daylight. Here he portrayed them just as they have finished their act and are taking their bows. One sister turns to the crowd, acknowledging its approval, while the other faces the viewer with an armful of oranges, a rare treat that the audience has tossed in tribute. Although Acrobats at the Cirque Fernando reﬂects the artist’s enchantment with the innocence of childhood—he has enveloped the girls in a virtual halo of pinks, oranges, yellows, and whites—the partially visible, darkly clothed (mainly male) spectators allude to the less wholesome, nocturnal demimonde of the nineteenth-century circus in which these two young performers grew up. The famed Chicago collector Mrs. Potter Palmer purchased Acrobats at the Cirque Fernando in 1892 and was so enamored of the picture that she kept it with her at all times, even on her travels abroad.",https://www.artic.edu/artworks/81558/acrobats-at-the-cirque-fernando-francisca-and-angelina-wartenberg
Fra_18,Nicolas Poussin,Oil on canvas,Landscape with Saint John on Patmos,"Although French by birth and training, Nicolas Poussin spent most of his career in Rome, immersed in the study of ancient art, where he painted classically inspired works for an educated elite. His art has long been considered the embodiment of the ideals of seventeenth-century classicism. In this painting, Saint John, one of the four Evangelists who wrote the Gospels of the New Testament, reclines beside his attribute, the eagle. He is here depicted as a powerful old man, presumably after retiring to the Greek island of Patmos to write his gospel and the book of Revelation at the end of his life. To suggest the vanished glory of the ancient world, Poussin carefully constructed an idealized setting for the saint, complete with an obelisk, a temple, and column fragments. Man-made and natural forms were adjusted according to principles of geometry and logic to convey the measured order of the scene. Even the profile view of Saint John is in harmony with the classical landscape. This painting may have been part of a projected series on the four Evangelists—in addition to this work, Poussin completed a companion, Landscape with Saint Matthew (1640; Gemäldegalerie, Berlin).",https://www.artic.edu/artworks/5848/landscape-with-saint-john-on-patmos
Fra_19,Hilaire Germain Edgar Degas,Oil on canvas,The Millinery Shop,"Of at least fifteen pastels, drawings, and paintings that Edgar Degas created on this subject during the 1880s, The Millinery Shop is the largest and perhaps the most ambitious. As a result of its unusual cropping and tilted perspective, it seems to capture an unedited glimpse of the interior of a small nineteenth-century millinery shop. The identity of the young woman in the painting remains unclear: she may be a shop girl or a customer. In an early version of the composition, the woman is clearly intended to be a customer; she wears a fashionable dress, though her hat—a prerequisite token of bourgeois culture—is absent. In the final painting, however, the woman appears with her mouth pursed, as if around a pin, and her hands gloved, possibly to protect the delicate fabric of the hat she holds. Degas seems to have deliberately left her role as a creator or consumer ambiguous. She is totally absorbed in her activity and, like most of the women in Degas’s paintings, seems unaware of being watched. The bonnets that are displayed on the table next to her like a still life present an analogy to the artist’s creative process: where they are unfinished, so too is the painting.",https://www.artic.edu/artworks/14572/the-millinery-shop
Fra_20,Constantin Brancusi,"Bronze, stone, and wood",Golden Bird,"Trained in both folk and academic traditions, Constantin Brancusi sought his own path for sculpture around 1907. Breaking with the currents of the time, he adopted direct carving, combined different materials for single works, and simplified form in his search for his subjects’ essential characters. His works have profoundly influenced the development of twentieth-century abstraction.More than any other theme, Brancusi’s series Bird summarizes his quest for a self-sufficient form. “All my life, I have sought to render the essence of flight,” the artist once said. He began the first of twenty-seven Bird sculptures around 1910 and completed the last in the 1940s. He called the earliest variations Maiastra, referring to a bird in Romanian folklore that leads a prince to his princess. In the Art Institute’s Golden Bird, details such as feet, a tail, and an upturned crowing beak are only suggested in an elegant, streamlined silhouette. Brâncusi perched this refined shape on a rough-hewn, geometric base, contrasting the disembodied, light-reflective surface with an earthbound mass. The central polyhedron was cut from the middle of a tree trunk, and its circles (indicating the tree’s age) rotate like a sun, as if radiating light over the bird.",https://www.artic.edu/artworks/91194/golden-bird
Fra_21,Gustave Moreau,Oil on canvas,Hercules and the Lernaean Hydra,"Gustave Moreau developed a highly personal vision that combined history, myth, mysticism, and a fascination with the exotic and bizarre. Rooted in the Romantic tradition, Moreau focused on the expression of timeless enigmas of human existence rather than on recording or capturing the realities of the material world.Long fascinated with the myth of Hercules, Moreau gave his fertile imagination free rein in Hercules and the Lernaean Hydra. Looming above an almost primordial ooze of brown paint is the seven-headed Hydra, a serpentine monster whose dead and dying victims lie strewn about a swampy ground. Calm and youthful, Hercules stands amid the carnage, weapon in hand, ready to sever the Hydra’s seventh, “immortal” head, which he will later bury.Despite the violence of the subject, the painting seems eerily still, almost frozen. Reinforcing this mysterious quality is Moreau’s ability to combine suggestive, painterly passages with obsessive detail. The precision of his draftsmanship and the otherworldliness of his palette are the result of his painstaking methods; he executed numerous preliminary studies for every detail in the composition. In contrast to such exactitude, the artist also made bold, colorful watercolors that eschew detail, as exercises to resolve issues of composition and lighting.Moreau seems to have intended this mythological painting to express contemporary political concerns. He was profoundly affected by France’s humiliating military defeat by Prussia in 1870–71. Whether or not Hercules literally personifies France and the Hydra represents Prussia, this monumental work portrays a moral battle between the forces of good and evil, and of light and darkness, with intensity and power.",https://www.artic.edu/artworks/20579/hercules-and-the-lernaean-hydra
Fra_22,Matta,Oil on canvas,The Earth Is a Man,"Trained as an architect, the Chilean-born Roberto Matta moved to France in 1933, where he worked in the studio of Le Corbusier. The following year, he met the poet Federico García Lorca in Spain. After Lorca was assassinated by agents of Francisco Franco in 1936, Matta began a screenplay, The Earth Is a Man, which he wrote in tribute to the slain hero. The play’s apocalyptic imagery, rapidly shifting perspectives, and emotionally charged language became the principal source of Matta’s visual art over the next five years. The painting The Earth Is a Man represents the culmination of this project and draws on the artist’s earlier compositions, which he called “Inscapes” or “Psychological Morphologies.” In these, using a technique of psychic automatism developed by the Surrealists, Matta created turbulent forms that serve as visual analogues for states of consciousness.In this powerful, enigmatic work, forces of brilliant light seem to battle those of darkness. The artist spilled, brushed, and wiped on vaporous washes of paint to render the invisible waves of energy that shape and dissolve a molten, primordial terrain. The painting’s visual intensity evokes the tumultuous eruption of a volcano, such as one Matta had witnessed in Mexico in 1941. Exhibited shortly after its completion in New York City, where he had immigrated at the onset of World War II, the mural- size canvas, with its abstract and visionary qualities, enthralled and influenced a new generation of American artists, who would come to be known as the Abstract Expressionists.",https://www.artic.edu/artworks/117188/the-earth-is-a-man
Fra_23,Pierre Bonnard,Oil on canvas,Earthly Paradise,"Following a period spent producing Parisian scenes in the style of Édouard Vuillard and Henri de Toulouse-Lautrec, Pierre Bonnard virtually reinvented his art around 1905. The artist’s new emphasis on large-scale compositions, bold forms, and brilliant colors shows his awareness of the work of his contemporaries Henri Matisse and Pablo Picasso, as does his focus on Arcadian landscapes, a theme he had not previously explored. Part of a series of four canvases painted for his dealers, Josse and Gaston Bernheim, between 1916 and 1920, Earthly Paradise demonstrates Bonnard’s new, daring investigations of light, color, and space. Here the artist used foliage to create a proscenium-like arch for a drama involving a brooding Adam and recumbent Eve. The contrast Bonnard established between the figures seems to follow a tradition in which the female, presented as essentially sexual, is connected with nature, while the male, essentially intellectual, is able to transcend the earthly. Heightening the image’s ambiguity is an array of animals, including birds, a monkey, rabbits, and a serpent (here reduced to a garden snake). This less-than-Edenic paradise may reflect the artist’s response to the destruction of Europe during World War I, which was still raging when he began the painting.",https://www.artic.edu/artworks/144361/earthly-paradise
Fra_24,Henri Matisse,Oil on canvas,Woman before an Aquarium,"In the first two decades of the 20th century, Henri Matisse visited exhibitions of Islamic art and traveled to Algeria and Morocco, where he collected pottery, textiles, and tiles. Years later while living in Nice, France, Matisse reflected on these experiences, integrating visual elements he encountered, such as the patterned textile screen, into his paintings. In Woman before an Aquarium, the carefully subdued decorative pattern of the screen contributes to the psychologically rich, contemplative mood of this interior scene.",https://www.artic.edu/artworks/27984/woman-before-an-aquarium
Fra_25,Georges Braque,Oil on canvas,Little Harbor in Normandy,"In early 1908, Georges Braque began an artistic collaboration with Pablo Picasso. From 1909 until Braque was mobilized for World War I, they worked in creative dialogue, breaking down and reformulating the representation of objects and their structure. In doing so, they pioneered one of the most radical artistic revolutions of the twentieth century, Cubism. Little Harbor in Normandy is the first fully realized example of Braque’s early Cubist style. He described the English Channel coast in severe geometries and a sober palette, reduced in range and intensity to pale shades of color. His compressed treatment of space and use of a shifting perspective seems to propel the two sailboats forward to the front edges of the picture. To further energize the scene, the artist added a fringe of whitecaps to the sea and dashes of clouds across the sky. His repetitive, striated modeling of form, inspired by his study of the art of Paul Cézanne, increased the rigid tension of this canvas. Documentation suggests that Little Harbor in Normandy was exhibited in Paris in March 1909 at the Salon des Indépendants, making this painting the first major Cubist work to be shown in such a prominent venue.",https://www.artic.edu/artworks/109330/little-harbor-in-normandy
Fra_26,Henri de Toulouse-Lautrec,Oil on canvas,Equestrienne (At the Cirque Fernando),"This work, set at a circus, captures the tense moment in which a female trick rider prepares to stand up on her horse and leap through a paper hoop held by a clown. The horse gathers speed, spurred on by the whip of famous ringmaster Monsieur Loyal. Henri de Toulouse-Lautrec may have based the garishly made-up rider, dressed in a tutu of gauze and sequins, on Suzanne Valadon, a former circus performer, model, and artist with whom he had a nearly three-year relationship. The rider seems to snarl at Monsieur Loyal, who glares back at her. Toulouse-Lautrec’s setting is the same circus in Montmartre depicted in Pierre-Auguste Renoir’s portrait of the Wartenberg sisters.",https://www.artic.edu/artworks/16146/equestrienne-at-the-cirque-fernando
Fra_27,Marc Chagall,Oil on canvas,The Praying Jew,"Marc Chagall had a prolific career that spanned more than eight decades of the twentieth century. While his work often exhibits influences of the contemporary movements he encountered in France and Germany, his subjects and decorative lyricism reveal his love of Russian folk art and his roots in Hasidic Judaism.In his 1931 autobiography, My Life, Chagall related how, while visiting Vitebsk (present-day Belarus), the city in which he was born, he realized that the traditions in which he had grown up were fast disappearing and that he needed to document them. He paid a man to pose in his father’s prayer clothes and then painted him, limiting his palette primarily to black and white, as befit the solemnity of the subject. This portrait is noteworthy for the simplicity of its execution; nonetheless, its striking patterns, abstract background, and the slightly distorted features of the model demonstrate Chagall’s absorption of modern trends, especially Cubism.Chagall often painted variants or replicas of works he particularly loved. The Art Institute’s Praying Jew is one of three versions of this composition. He painted the original canvas in 1914, and when he traveled back to Paris in 1923, he took this painting with him. He learned upon his return that much of the work he had left in France had been lost during World War I. This prompted him to make two versions of The Praying Jew before it left his studio: they are the present work and another in the Ca’ Pesaro, Venice; the original is now in the Kunstmuseum, Basel. The later compositions differ from the original only in small details.",https://www.artic.edu/artworks/23700/the-praying-jew
Fra_28,Édouard Manet,Oil on canvas,Jesus Mocked by the Soldiers,"For this monumental painting, Édouard Manet depicted Jesus Christ at the end of his life, beaten and awaiting crucifixion. The Roman soldiers force him to don a crown of thorns and proffer a reed “scepter” and purple cloak, all intended to ridicule him as “King of the Jews,” a title bestowed ironically by his tormenters. Manet, who painted very few religious subjects, transformed this sacred narrative into a gritty drama that marries realism with theatricality. Shown without a halo, Jesus glows against the dark background. Is he a holy being emanating divine light or a real man posing under a studio spotlight? The painting caused a scandal in its own time for precisely this ambiguity.",https://www.artic.edu/artworks/16499/jesus-mocked-by-the-soldiers
Fra_29,Georges Braque,Oil on canvas,Landscape at L’Estaque,"Born into a family of decorative and house painters, Georges Braque once remarked that his decision to become a painter was no more premeditated than his choosing to breathe. After apprenticing in his father’s shop and studying at an art school in his hometown of Le Havre, he went to Paris. In 1905, at the annual Salon d’Automne, he was confronted by the arresting paintings of Henri Matisse and others who had begun to employ vibrant, unmixed colors and energetic, rhythmic brushwork. The unbridled intensity of these works prompted a disapproving critic to call the artists “fauves” (wild beasts). Braque quickly joined the group.Braque painted Landscape at L’Estaque on his first trip to this town on the French Mediterranean coast. He and other young artists were drawn to Provence, in southeastern France, because of its clear light and because of their reverence for the art of Paul Cézanne, who worked in and around the area until his death in 1906. Braque drew upon Cézanne’s use of faceted brushwork, distorted perspectives, and color to structure his compositions for this view down a steep, tree-lined road. Using a palette of highly saturated reds, oranges, and yellows, Braque evoked a sense of turbulent heat, despite the shade provided by the trees. Cézanne’s influence continued to exert itself over Braque in other, critical ways: in early 1908, he would join Pablo Picasso in the development of a revolutionary new style based on the formal construction that constitutes the core of Cézanne’s vision. That style would come to be known as Cubism.—Entry, Master Paintings in the Art Institute of Chicago, 2013, p.102.",https://www.artic.edu/artworks/119521/landscape-at-l-estaque
Fra_30,Paul Gauguin,Oil on jute canvas,Arlésiennes (Mistral),"One of seventeen canvases that Paul Gauguin completed during a brief and tumultuous visit with Vincent van Gogh in Arles, this powerful and enigmatic painting depicts the public garden directly across from Van Gogh’s residence, the “Yellow House.” Not only is the careful planning of the composition in marked contrast to the spontaneity seen in Van Gogh’s depiction of the same scene (State Hermitage Museum, Saint Petersburg), but everything about the painting—its large, ﬂat areas of color; arbitrary handling of space; and enigmatic silhouettes—also exemplifies the deliberateness with which Gauguin sought pictorial harmony and symbolic content in his work. Here four women wrapped in shawls slowly stroll through the garden. The two closest to the viewer avert their gazes and curiously cover their mouths. Their somber outlines echo the two orange cones, which probably represent shrubs wrapped against the frost. The bench along the upper-left path rises steeply, defying logical perspective. Equally puzzling is the mysterious bush on the left, in which Gauguin consciously embedded forms that suggest eyes and a nose, creating the impression of a strange, watchful presence. With its aura of repressed emotion and elusive meaning, Arlésiennes (Mistral) explores the ambiguities, mysteries, and emotions that Gauguin believed underlie appearances.",https://www.artic.edu/artworks/19339/arlesiennes-mistral
Fra_31,Henri Matisse,Oil on canvas,Interior at Nice,"Beginning in 1917, Henri Matisse spent most winters in Nice, on the Mediterranean coast. He often stayed at the Hôtel Mediterranée, a Rococo-style building he later fondly termed “faked, absurd, delicious!” Interior at Nice is perhaps the most ambitious of a series of images the painter created using the hotel as a backdrop. The pink-tiled floors and yellow, arabesque-patterned wall-paper are present in many of these works, as are the skirted dressing table, oval mirror, shuttered French window, and balcony. The balcony in fact was one of the artist’s favorite themes, allowing him to link internal and external space into a continuum structured by patterns and modulated light.Additionally, Matisse often included a young woman somewhere in the scene. Here, his favorite model at the time, Antoinette Arnoux, plays an important role. Not only is she the subject of the painting on the wall, but the composition’s high viewpoint and plunging, wide-angled perspective draw all attention to her as she sits on the balcony, her back to the sea. Framed by shimmering curtains, she gazes directly at the viewer.",https://www.artic.edu/artworks/2816/interior-at-nice
