ids,artists,mediums,titles,descriptions,urls
jp_20,Kawase Hasui,Color woodblock print,"Matsue, Izumo, from the series Souvenirs of Travel, Third Series (Tabi miyage dai sanshū)","Kawase Hasui created three versions of this image, all from the same vantage point looking at the riverside district of the former castle town Matsue. The print here shows the new moon and an explosion of color in the sky behind dark buildings. The other versions have cloud-filled skies, one with a hazy full moon and one set on a cloudy day.",https://www.artic.edu/artworks/2582/matsue-izumo-from-the-series-souvenirs-of-travel-third-series-tabi-miyage-dai-sansh%E7%AC%9B
jp_21,Katsushika Hokusai,Color woodblock print; vertical nagaban,Cranes on snow-covered pine,,https://www.artic.edu/artworks/21720/cranes-on-snow-covered-pine
jp_22,Utagawa Hiroshige,Color woodblock print; oban,"Mishima: Morning Mist (Mishima, asagiri), from the series “Fifty-three Stations of the Tokaido Road (Tokaido gojusan tsugi no uchi),” also known as the Hoeido Tokaido",,https://www.artic.edu/artworks/10926/mishima-morning-mist-mishima-asagiri-from-the-series-fifty-three-stations-of-the-tokaido-road-tokaido-gojusan-tsugi-no-uchi-also-known-as-the-hoeido-tokaido
jp_23,Suzuki Harunobu,Color woodblock print; hashira-e,The Heron Maiden,,https://www.artic.edu/artworks/22939/the-heron-maiden
jp_24,Onchi Kōshirō,Color woodblock print,"Bird, from Milestones of the Season (Shibunshū “Kisetsu-hyō”)Season (Shibunshû “Kisetsu-hyô”)",,https://www.artic.edu/artworks/15846/bird-from-milestones-of-the-season-shibunshe-v%D1%92%D1%9Akisetsu-hye%D1%9Cv%D1%92%D1%9C-season-shibunshg-v%D1%92%D1%9Akisetsu-hyggv%D1%92%D1%9C
jp_25,Katsukawa Shunsho,Color woodblock print; hosoban; from a multisheet composition,"The Actor Otani Hiroji III as Kawazu no Saburo in the Play Myoto-giku Izu no Kisewata, Performed at the Ichimura Theater in the Eleventh Month, 1770",,https://www.artic.edu/artworks/12764/the-actor-otani-hiroji-iii-as-kawazu-no-saburo-in-the-play-myoto-giku-izu-no-kisewata-performed-at-the-ichimura-theater-in-the-eleventh-month-1770
jp_26,Torii Kiyomasu II,"Color woodblock print; hosoban, benizuri-e","The Actors Tamazawa Saijiro I as the pageboy Umezaburo and Segawa Kikunojo I as Oroku in the play “Sazareishi Suehiro Genji,” performed at the Nakamura Theater in the first month, 1744",,https://www.artic.edu/artworks/19366/the-actors-tamazawa-saijiro-i-as-the-pageboy-umezaburo-and-segawa-kikunojo-i-as-oroku-in-the-play-sazareishi-suehiro-genji-performed-at-the-nakamura-theater-in-the-first-month-1744
jp_27,Kitagawa Utamaro,Color woodblock print; oban,"Goldfish, from the series “Elegant Comparison of Little Treasures (Furyu kodakara awase)”",,https://www.artic.edu/artworks/13405/goldfish-from-the-series-elegant-comparison-of-little-treasures-furyu-kodakara-awase
jp_28,Utagawa Hiroshige,Color woodblock print; chuban,"Arai, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Tokaido with Poem (Kyoka iri Tokaido)",,https://www.artic.edu/artworks/4378/arai-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-tokaido-with-poem-kyoka-iri-tokaido
jp_29,Utagawa Hiroshige,Color woodblock print; chuban,"Maisaka: The Ferry at Imagiri (Maisaka, Imagiri funawatashi), from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Tokaido with Poem (Kyoka iri Tokaido)",,https://www.artic.edu/artworks/4374/maisaka-the-ferry-at-imagiri-maisaka-imagiri-funawatashi-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-tokaido-with-poem-kyoka-iri-tokaido
jp_30,Utagawa Hiroshige,Color woodblock print; oban,"No. 37: Miyanokoshi, from the series “Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)”",,https://www.artic.edu/artworks/11050/no-37-miyanokoshi-from-the-series-sixty-nine-stations-of-the-kisokaido-kisokaido-rokujukyu-tsugi-no-uchi
jp_31,Kitagawa Utamaro,Color woodblock prints; oban triptych,Drawing Lots for Prizes (Ho biki),,https://www.artic.edu/artworks/22938/drawing-lots-for-prizes-ho-biki
jp_32,,"Silk and gold-leaf-over-lacquered-paper strips, warp-float faced 2:1 'Z' twill weave with supplementary patterning wefts; lined with silk, plain weave; dyed with safflower, beni",Atsuita karaori (Noh Costume),,https://www.artic.edu/artworks/796/atsuita-karaori-noh-costume
jp_33,Utagawa Hiroshige,Color woodblock print; oban,"No. 32: Seba, from the series “Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)”",,https://www.artic.edu/artworks/11054/no-32-seba-from-the-series-sixty-nine-stations-of-the-kisokaido-kisokaido-rokujukyu-tsugi-no-uchi
jp_34,Kawase Hasui,Color woodblock print; oban,"Lake Chuzenji, Nikko (Nikko Chuzenjiko)",,https://www.artic.edu/artworks/15913/lake-chuzenji-nikko-nikko-chuzenjiko
jp_35,Suzuki Harunobu,Color woodblock print; chuban,"Ise, from an untitled series of Thirty-six Immortal Poets",,https://www.artic.edu/artworks/20992/ise-from-an-untitled-series-of-thirty-six-immortal-poets
jp_36,,Wood with traces of polychromy,Shukongojin,"Known also as the Thunderbolt Deity, this fierce protector of the Law of Buddhism brandishes a vajra that symbolizes the power of wisdom to penetrate ignorance and destroy evil. Shukongo-jin belongs to the same category of gods as the paired guardians (nio) often placed on either side of the gateways to Buddhist temples.Because Shukongo-jin was not intended to blend into a sculptural ensemble, artists frequently used the opportunity to portray him as an occasion for eccentric and exaggerated effects. This figure, for example, is comparatively small, but it still conveys the threat of explosive force appropriate to the deity’s role. He stands surrounded by churning waves, while a divine wind blows his garments about and fuels the flames that are his hair. The hyperrealism of his chiseled muscles and bulging veins is a characteristic feature of Japanese sculpture of this era.",https://www.artic.edu/artworks/7500/shukongojin
jp_37,,silk and gilt-paper; compound satin weave,Kesa,,https://www.artic.edu/artworks/794/kesa
jp_38,Tosa Mitsuoki,"Pair of six-panel screens; ink, color, gold and silver on silk",Flowering Cherry and Autumn Maples with Poem Slips,"Japanese aristocrats engaged in the elegant custom of recollecting classical poetry while viewing spring and autumn foliage. In these delicate screens, premier court painter Tosa Mitsuoki meditated on the inevitable passage of beauty by depicting the melancholy hours after the departure of reveling courtiers. A cherry tree bursts into bloom on the right screen, while its mate displays the brilliant red and gold foliage of maples in autumn. Slips of poetry, called tanzaku, waft from the blossoming limbs, the remaining evidence of a human presence. Courtiers (whose names are recorded in a seventeenth-century document) assisted Mitsuoki by inscribing the narrow strips with quotations of appropriate seasonal poetry from twelfth- and thirteenth-century anthologies. The screens were either commissioned by or given to Tofukumon’in (1607–1678), a daughter of the Tokugawa shogun who married the emperor Gomizunoo (1596–1680). In an era otherwise marked by increasing control of the feudal shogunate over imperial prerogatives, this royal couple encouraged a renaissance of courtly taste that nostalgically evoked the past glories of early-medieval aristocratic life.",https://www.artic.edu/artworks/127643/flowering-cherry-and-autumn-maples-with-poem-slips
jp_39,Torii Kiyomasu II (Publisher),Color woodblock print; hosoban,Susano-o no Mikoto Killing the Eight-headed Dragon,,https://www.artic.edu/artworks/19386/susano-o-no-mikoto-killing-the-eight-headed-dragon
jp_40,Katsushika Hokusai,"Color woodblock print, oban","Shower Below the Summit (Sanka hakuu), from the series “Thirty-Six Views of Mount Fuji (Fugaku sanjurokkei)”","Katsushika Hokusai (1760-1849) is considered one of the greatest artists in Japanese history, and one of the important masters of the Japanese woodblock print. Hokusai’s most famous work is the series Fugaku sanju-rokkei (Thirty-Six Views of Mount Fuji), created between 1830 and 1832, when the artist was over seventy years of age. This brilliant series actually consists of forty-six views of the well-known mountain: the extra ten scenes were added by Hokusai to the initial thirty-six views. The ingenuity of artistic expression and the astonishing variety of vantage points from which Mount Fuji is viewed are a testament to Hokusai’s creativity.
Mount Fuji, known as “Fuji-san,” is the highest mountain in Japan, with a height of 12,385 feet. Once an active volcano, its last great eruption was in 1707. Well before Hokusai’s time, Mount Fuji had been worshipped as a sacred mountain, and in his day it was a destination for pilgrims from all over Japan.While known for his novel and dynamic compositions, Hokusai’s greatest strength was undoubtedly his remarkable draftsmanship. As a colorist, he was capable of being both bold and sensitive, and much of his success depended on his judicious combination of both exceptional drawing and dazzling color. Here, the mountain is shown with clear skies at its summit and a thunderstorm near its base. The combination of the elegant sloping sides of the volcano and the sharp, jagged lines of lightning at the bottom results in an image of great simplicity and visual force.",https://www.artic.edu/artworks/87008/shower-below-the-summit-sanka-hakuu-from-the-series-thirty-six-views-of-mount-fuji-fugaku-sanjurokkei
jp_41,Kawase Hasui,Color woodblock print; oban,"Nigatsu Hall, Nara (Nara Nigatsudo), from the series “Souvenirs of Travel, Second Series (Tabi miyage dai nishu)”",,https://www.artic.edu/artworks/2567/nigatsu-hall-nara-nara-nigatsudo-from-the-series-souvenirs-of-travel-second-series-tabi-miyage-dai-nishu
jp_42,Katsushika Hokusai,Color woodblock print; oban,"Under the Wave off Kanagawa (Kanagawa oki nami ura), also known as The Great Wave, from the series “Thirty-Six Views of Mount Fuji (Fugaku sanjurokkei)”","Katsushika Hokusai’s much celebrated series, Thirty-Six Views of Mount Fuji (Fugaku sanjûrokkei), was begun in 1830, when the artist was 70 years old. This tour-de-force series established the popularity of landscape prints, which continues to this day. Perhaps most striking about the series is Hokusai’s copious use of the newly affordable Berlin blue pigment, featured in many of the compositions in the color for the sky and water. Mount Fuji is the protagonist in each scene, viewed from afar or up close, during various weather conditions and seasons, and from all directions.The most famous image from the set is the “Great Wave” (Kanagawa oki nami ura), in which a diminutive Mount Fuji can be seen in the distance under the crest of a giant wave. The three impressions of Hokusai’s Great Wave in the Art Institute are all later impressions than the first state of the design.",https://www.artic.edu/artworks/77333/under-the-wave-off-kanagawa-kanagawa-oki-nami-ura-also-known-as-the-great-wave-from-the-series-thirty-six-views-of-mount-fuji-fugaku-sanjurokkei
jp_43,,Porcelain with enamel decoration,Arita Ware Kakiemon Floral-shaped Bowl,,https://www.artic.edu/artworks/18410/arita-ware-kakiemon-floral-shaped-bowl
jp_44,Torii Kiyomasu II,"Hand-colored woodblock print; hosoban, urushi-e","The Actor Segawa Kikunojo I as Hanjo in the play “Tsumagoi Sumidagawa,” performed at the Nakamura Theater in the third month, 1733",,https://www.artic.edu/artworks/19318/the-actor-segawa-kikunojo-i-as-hanjo-in-the-play-tsumagoi-sumidagawa-performed-at-the-nakamura-theater-in-the-third-month-1733
jp_45,Utagawa Hiroshige,Color woodblock print; oban,"Snow at Benzaiten Shrine in Inokashira Pond (Inokashira no ike Benzaiten no yashiro yuki no kei), from the series “Snow, Moon, and Flowers at Famous Places (Meisho setsugekka)”",,https://www.artic.edu/artworks/19040/snow-at-benzaiten-shrine-in-inokashira-pond-inokashira-no-ike-benzaiten-no-yashiro-yuki-no-kei-from-the-series-snow-moon-and-flowers-at-famous-places-meisho-setsugekka
jp_46,Utagawa Hiroshige,Color woodblock print; oban,"Kanbara: Evening Snow (Kanbara, yoru no yuki), from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),” also known as the Hoeido Tokaido",,https://www.artic.edu/artworks/25613/kanbara-evening-snow-kanbara-yoru-no-yuki-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-no-uchi-also-known-as-the-hoeido-tokaido
jp_47,Tokihiro Sato,Gelatin silver transparency on light panel,#352 Kashimagawa,,https://www.artic.edu/artworks/184293/352-kashimagawa
jp_48,Isoda Koryusai,Color woodblock print; hashira-e,The Courtesan Sugawara of the Tsuruya and Her Attendant,,https://www.artic.edu/artworks/5157/the-courtesan-sugawara-of-the-tsuruya-and-her-attendant
jp_49,,"Fabis: cotton, plain weave; sandals: wrapped and braided straw",Waraji or Zori and Tabi Socks,,https://www.artic.edu/artworks/15349/waraji-or-zori-and-tabi-socks
jp_50,Kitagawa Utamaro,Color woodblcok print; aiban,"The Courtesan Arihara of the Tsuruya, and Child Attendants Aoe and Sekiya (Tsuruya uchi Arihara, Aoe, Sekiya), from an untitled series of courtesans",,https://www.artic.edu/artworks/19236/the-courtesan-arihara-of-the-tsuruya-and-child-attendants-aoe-and-sekiya-tsuruya-uchi-arihara-aoe-sekiya-from-an-untitled-series-of-courtesans
jp_51,Torii Kiyomasu II,"Hand-colored woodblock print; hosoban, urushi-e","The Actors Sanogawa Ichimatsu I as Senjiro disguised as Kichisaburo and Nakamura Tomijuro I as Oshichi in the joruri “Midaregami Yoru no Amigasa,” performed at the Nakamura Theater in the first month, 1742",,https://www.artic.edu/artworks/19326/the-actors-sanogawa-ichimatsu-i-as-senjiro-disguised-as-kichisaburo-and-nakamura-tomijuro-i-as-oshichi-in-the-joruri-midaregami-yoru-no-amigasa-performed-at-the-nakamura-theater-in-the-first-month-1742
jp_52,Katsushika Hokusai,Color woodblock print; chuban,"Hara, from the series “”Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”“",,https://www.artic.edu/artworks/2914/hara-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_53,Katsukawa Shun'ei,Color woodblock print; hashira-e,Shoki the Demon Queller,,https://www.artic.edu/artworks/7605/shoki-the-demon-queller
jp_54,Katsushika Hokusai,Color woodblock print; chuban,"Odawara, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”",,https://www.artic.edu/artworks/2906/odawara-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
jp_55,Hishikawa Moronobu,Hand-colored woodblock prints; makimono-e,Korean Embassy Parade,,https://www.artic.edu/artworks/19055/korean-embassy-parade
jp_56,Suzuki Harunobu,Color woodblock print; chuban,"Double-Flowered Cherry: Motoura of the Minami Yamasakiya (Minami Yamasakiya uchi Motoura, Yaezakura), from the series “Beauties of the Floating World Compared to Flowers (Ukiyo bijin hana ni yosu)”",,https://www.artic.edu/artworks/20994/double-flowered-cherry-motoura-of-the-minami-yamasakiya-minami-yamasakiya-uchi-motoura-yaezakura-from-the-series-beauties-of-the-floating-world-compared-to-flowers-ukiyo-bijin-hana-ni-yosu
jp_57,Torii Kiyomasu II,"Hand-colored woodblock print; hosoban, urushi-e","Summer: Planting Rice (Natsu: taue no zu), No. 2 from the series “The Four Seasons of Farmers (Shiki no hyakusho)”",,https://www.artic.edu/artworks/5150/summer-planting-rice-natsu-taue-no-zu-no-2-from-the-series-the-four-seasons-of-farmers-shiki-no-hyakusho
