ids,artists,mediums,titles,descriptions,urls
usa_13,Jackson Pollock,Oil on linen,Greyed Rainbow,"In the late 1940s Jackson Pollock developed a revolutionary form of Abstract Expressionism by dripping, pouring, and splashing paint onto large-scale canvases. Pollock emphasized the expressive power of the artist’s gestures, materials, and tools, often applying paint with sticks, trowels, and palette knives instead of brushes. He also challenged the concept of easel painting by working on canvases placed either on the floor or fixed to a wall. With no apparent beginning or end, top or bottom, his paintings imply an extension of his art beyond the edges of the canvas, engulfing the viewer. Among the last great purely abstract paintings Pollock made before his untimely death in 1956, Greyed Rainbow is a quintessential example of action painting. The paint application ranges from thick chunks squeezed directly from a tube to thin, meandering lines poured from a container with a small hole or squirted from a baster. The work is predominantly black, white, gray, and silver; in the bottom third of the canvas, however, Pollock thinly concealed orange, yellow, green, blue, and violet. The title of the work presumably refers to these grayed sections of hidden color.",https://www.artic.edu/artworks/83642/greyed-rainbow
usa_14,Ivan Albright,Oil on canvas,That Which I Should Have Done I Did Not Do (The Door),"Replete with powerful imagery and bearing a long, philosophical title, That Which I Should Have Done I Did Not Do (The Door) is an evocative meditation on the choices and regrets in life. Ivan Albright considered The Door to be his most important picture, and he worked for ten years to achieve its mesmerizing effect. He spent weeks collecting props for the painting: a marred Victorian door found in a junkyard, a faded wax funeral wreath, and a tombstone for the doorsill. Once he arranged these objects, Albright completed an elaborate charcoal underdrawing that he then covered with the intricate and obsessively painted detail that characterizes most of his work. He would often finish no more than a quarter of a square inch a day. A wrinkled, aging woman’s hand rests on the carved doorway, a faded blue handkerchief clenched between the fingers. The poignant placement of the hand, near but not touching the doorknob, only underscores the sense of remorse and mourning implied by the painting. With its profound themes of mortality and the passage of time, The Door is a modern memento mori that encourages a consideration of the brevity of human existence.",https://www.artic.edu/artworks/83905/that-which-i-should-have-done-i-did-not-do-the-door
usa_15,Bruce Nauman,"Four-channel video installation with 2 projections and 4 monitors, color, sound; approx. one hour",Clown Torture,"Bruce Nauman’s wildly influential, relentlessly imitated work explores the poetics of confusion, anxiety, boredom, entrapment, and failure. One of the artist’s most spectacular achievements to date, Clown Torture consists of two rectangular pedestals, each supporting two pairs of stacked color monitors; two large color-video projections on two facing walls; and sound from all six video displays. The monitors play four narrative sequences in perpetual loops, each chronicling an absurd misadventure of a clown (played to brilliant effect by the actor Walter Stevens). In “No, No, No, No (Walter),” the clown incessantly screams the word no while jumping, kicking, or lying down; in “Clown with Goldfish,” the clown struggles to balance a fish bowl on the ceiling with the handle of a broom; in “Clown with Water Bucket,” the clown repeatedly opens a door booby-trapped with a bucket of water that falls on his head; and finally, in “Pete and Repeat,” the clown succumbs to the terror of a seemingly inescapable nursery rhyme. The simultaneous presentation and the relentless repetition creates an almost painful sensory overload. With both clown and viewer locked in an endless loop of failure and degradation, the humor soon turns to horror.",https://www.artic.edu/artworks/146989/clown-torture
usa_16,Ivan Albright,Oil on canvas,Into the World There Came a Soul Called Ida,"Holding a mirror, powdering her chest, and surrounded with accoutrements of fashion and beauty, the figure portrayed here does not necessarily inspire thoughts of youth and vibrancy. Rather, as one critic put it when this painting was first exhibited, he saw a “woman with flesh the color of a corpse drowned six weeks.” Ida Rogers herself was 19 years old at the time she posed for the artist. With his hyperbolic version of realism, Ivan Albright laboriously transformed his sitter into a vision of his own making. The painting is less a portrait than a meticulous musing on the passage of time and the relationship—both powerful and fragile—between mind and body.",https://www.artic.edu/artworks/93811/into-the-world-there-came-a-soul-called-ida
usa_17,Narcissa Niblack Thorne (Designer),"Miniature room, mixed media","E-10: English Dining Room of the Georgian Period, 1770-90","The sixty-eight fascinating Thorne Miniature Rooms feature highlights from the history of interior design and decorative arts from the thirteenth century to 1940. These enchanting miniature stage sets were conceived by Mrs. James Ward Thorne of Chicago and constructed between 1934 and 1940 by master craftsmen according to her exacting specifications, on a scale of one inch to one foot. The harmonious elegance seen here is based on two dining rooms designed by Robert Adam, the successful eighteenth-century London architect whose precise and delicate interpretation of the antique (stimulated by then-recent excavations at Herculaneum and Pompeii) dictated English taste for a quarter of a century. To insure perfect conformity, Adam undertook the entire design of a house and every detail of its interior, hiring cabinetmakers to execute furniture that blended Neoclassical elements with current English forms. Instead of using wood and wallpaper, Adam carved low-relief ornament in plaster against painted panels in the style of Roman stuccos, as seen in this dining room. His furniture was often gilded in the Continental fashion, as is the side table in this room. The landscape over the table, painted by one of the many artists that Mrs. Thorne commissioned for the project, is in the style of Claude Lorrain.",https://www.artic.edu/artworks/43714/e-10-english-dining-room-of-the-georgian-period-1770-90
usa_18,Georgia O'Keeffe,Oil on canvas,"The Shelton with Sunspots, N.Y.","“I went out one morning to look at [the Shelton Hotel] and there was the optical illusion of a bite out of one side of the tower made by the sun, with sunspots against the building and against the sky,” said Georgia O’Keeffe, recalling the precise moment that inspired her to paint The Shelton with Sunspots. Although her depictions of flowers and the southwestern landscape are powerful and evocative, O’Keeffe painted a group of cityscapes in the 1920s that are no less intriguing. She married the photographer and dealer Alfred Stieglitz in 1924, and the following year they moved into the Shelton, a recently completed skyscraper. O’Keeffe was fascinated by the soaring height of the building and emphasized its majesty in this painting by rendering it from the street below. In the glaring light of the emerging sun, the building becomes an abstracted series of rectangles arranged in the center of the composition. Yet the hard edges of the Shelton are softened by the numerous circular sunspots and wavy, flowing lines of smoke and steam, suggesting that despite her urban subject matter, O’Keeffe nevertheless sought to unify man-made and organic forms, just as she would in her southwestern paintings such as Black Cross, New Mexico .",https://www.artic.edu/artworks/104031/the-shelton-with-sunspots-n-y
usa_19,Frank Lloyd Wright (Designer),Clear and colored leaded glass in oak frames,"Triptych Window from the Coonley Playhouse, Riverside, Illinois","This colorful, whimsical triptych window is from the Avery Coonley Playhouse, a small structure that Frank Lloyd Wright designed as an addition to the Coonleys’ suburban Chicago estate, which he had previously completed in 1908. Louis Sullivan’s foremost student, Wright continued his teacher’s search for an indigenous American architecture. Like Sullivan, Wright drew inspiration from nature and natural forms, and both men were pioneers of the Prairie School of architecture, characterized by low-slung, horizontal lines and rambling, open spaces that reflect the gently rolling landscape of the Midwest. Odes to the middle-class American family at the turn of the century, Wright’s residences are organic, designed not only to adapt to a family’s changing structure but also to contain the sense of a unified and harmonious whole. Every detail of the Coonley complex, like all of Wright’s projects, bore his personal imprint, down to the creation and placement of the furniture and the design of this window. Referencing such Americana as the flag and colored balloons, Wright explored the use of glass both as a transparent screen uniting exterior and interior and as a decorative element, the colors and design of which anticipate the later abstractions of Piet Mondrian.",https://www.artic.edu/artworks/105203/triptych-window-from-the-coonley-playhouse-riverside-illinois
usa_20,Mark Rothko,Oil on canvas,"Untitled (Purple, White, and Red)","Untitled (Purple, White, and Red) follows the characteristic format of Mark Rothko’s mature work, in which stacked rectangles of color appear to float within the boundaries of the canvas. By directly staining the canvas with many thin washes of pigment and paying particular attention to the edges where the fields interact, he achieved the effect of light radiating from the image itself. This technique suited Rothko’s metaphysical aims: to offer painting as a doorway into purely spiritual realms, making it as immaterial and evocative as music, and to directly communicate the most essential, raw forms of human emotion.",https://www.artic.edu/artworks/100472/untitled-purple-white-and-red
usa_21,Charles Ray,Cypress,Hinoki,"“Ten years ago, while driving up the central coast of California, I spotted a fallen tree in a meadow just off the highway. I was instantly drawn to it. It was not only a beautiful log, but to my eyes, it was perfectly embedded in the meadow where it had fallen decades earlier. Pressure from the weather, insects, ultraviolet radiation, and gravity were evident. Total collapse appeared to be no more than a handful of years away. I was inspired to make a sculpture and studied many other logs, but I realized that I was only interested in this particular one.At one point, I determined that its armature could be its pneuma, the Greek word for breath, wind, or life. Later, I considered making an inflatable sculpture but realized that the tailoring of the form would bring an unwanted complexity to the surface. It then struck me that the breath or life of the sculpture could be manifested in the very act of sculpting. Making a wood carving of the log by starting from the inside and working my way out would bring a trajectory of life and intentionality to this great fallen tree. With several friends, I transported the tree, cut apart by a chainsaw, back to my Los Angeles studio. Silicone molds were taken and a fiberglass version of the log was reconstructed. This was sent to Osaka, Japan, where master woodworker Yuboku Mukoyoshi and his apprentices carved my vision into reality using Japanese cypress (hinoki). I was drawn to the woodworkers because of their tradition of copying work that is beyond restoration. In Japan, when an old temple or Buddha can no longer be maintained, it is remade. I visited Japan often and had a difficult time bringing this work to completion and allowing it to go out into the world. When I asked Mr. Mukoyoshi about the wood and how it would behave over time, he told me that the wood would be fine for 400 years and then it would go into a crisis; after two hundred years of splitting and cracking, it would go into slow decline for another 400 years. I realized then that the wood, like the original log, had a life of its own, and I was finally able to let my project go and hopefully breathe life into the world that surrounds it.”— Charles Ray",https://www.artic.edu/artworks/189207/hinoki
usa_22,Eva Hesse,Acrylic on cloth over wood; acrylic on cord over steel tube,Hang Up,"Eva Hesse produced an extraordinarily original, influential body of work in her short career, pioneering the use of eccentric materials and idiosyncratic sculptural forms. Hesse considered Hang Up among her most important works because it was the first to achieve the level of “absurdity or extreme feeling” she intended. Produced at the height of Minimalism and the Pop Art movement but belonging to neither, the piece was fabricated by her friend the artist Sol LeWitt, and her husband, Tom Doyle, who wrapped the wood stretcher with bed sheets and attached the cord-covered steel tubing. Sealed with acrylic, the object is subtly shaded from pale to dark ash gray. It is an ironic sculpture about painting, privileging the medium’s marginal features: the frame and its hanging device, represented by the cord that protrudes awkwardly into the gallery. The title might be understood as a humorous instruction for the sculpture’s display but also acts on a more psychological level. Collapsing the space between the viewer and the artwork, Hang Up creates a sense of disorientation and toys with our ability to discern a clear demarcation between painting and sculpture.",https://www.artic.edu/artworks/71396/hang-up
usa_23,Thomas Hart Benton,Oil on canvas,Cotton Pickers,"Thomas Hart Benton first saw laborers cultivating cotton on a trip to Georgia in the late 1920s, and he returned to the subject in this painting in 1945. In Cotton Pickers, the artist rendered the figures with a sinuous, curvilinear style to articulate the exertion of their movement along the landscape. Cotton sharecropping, a system of tenant farming that developed after the Civil War, allowed landowners to rent land to poor farmers in return for a portion of the crops. Because the practice kept agricultural workers impoverished, it became a symbol of a racially and economically unjust system. Benton’s vision of modernism was firmly rooted in figuration. He often explored themes of US history, centering African Americans in those shared narratives.",https://www.artic.edu/artworks/217201/cotton-pickers
usa_24,Jasper Johns,Encaustic and newspaper on canvas,Target,"In the mid-1950s Jasper Johns was searching for a way to move beyond Abstract Expressionism. He took the radical step of destroying his previous work and began painting a set of motifs that included numbers, the American flag, and the alphabet. These instantly recognizable images allowed him to reintroduce subject matter into his work, freeing him to explore other painterly concerns. One of the found images that Johns employed was the target, and from 1955 to 1961 the artist produced several dozen paintings and drawings that explored this device.Initially, Johns chose a palette of primary colors, a preexisting schema as found as the image itself. The artist’s use of oil and encaustic (pigment mixed with hot wax) created a quick-drying medium that recorded each drag and drip of the brush in almost sculptural terms. Indeed, these gestural nods to his Abstract predecessors allowed him to investigate the subtle nuances between form and material. There also exists a tension between the idea of the representational (a target) and the notion of the abstract (the geometry of concentric circles).",https://www.artic.edu/artworks/229351/target
usa_25,Roy Lichtenstein,"Graphite and lithographic rubbing crayon pochoir, with scraping, on cream wove paper, fixed ",Alka Seltzer,"Roy Lichtenstein had been exhibiting in galleries for nearly ten years when, in 1961, he dramatically changed the course of his work. Prompted by the comic strips on his children’s gum wrappers, he began to create paintings based on cartoon images. The reductive style that soon emerged became his particular contribution to the idiom known as Pop Art. From around 1961 until 1968, the artist created a group of highly finished black-and-white drawings that demonstrate his subversive use of commercial illustration techniques. In Alka Seltzer, Lichtenstein exploited everyday practices of visual representation and magnified them, indicating the gas bubbles rising over the glass by meticulously scraping away extra spaces from a field of imitation hand-stenciled Benday dots. To signify the reflective surface of the glass, he drew flat black graphite shapes—a parody, like the dots, of the reductive, linecut effect of pulp advertising. The artist’s use of mechanical reproduction conventions served to unify his composition and produce movement and volume on a two-dimensional surface. Alka Seltzer is one of Lichtenstein’s watershed works because it shows the artist summing up his early graphic techniques and introducing what would become his most significant formal preoccupations in the years that followed.",https://www.artic.edu/artworks/122054/alka-seltzer
usa_26,Albert Bierstadt,Oil on canvas,Mountain Brook,"Albert Bierstadt is best remembered for his paintings of the American West, but during his early career, the ambitious artist also created New England landscapes, particularly of the White Mountains, as seen here. When this painting was first exhibited in 1863, critics declared it Bierstadt’s “best work” and praised the artist’s deft contrast of “light and shade,” which brought a heightened realism to the image. Bierstadt’s affinity for the White Mountains mirrored a growing interest in the region as one of America’s premier tourist attractions. Photographs of the area from the 19th century suggest that Bierstadt utilized landscape elements from the Flume, a popular New Hampshire tourist site, in this imaginary composition.",https://www.artic.edu/artworks/146701/mountain-brook
usa_27,Winslow Homer,"Transparent watercolor, with touches of opaque watercolor, rewetting, blotting and scraping, over graphite, on moderately thick, moderately textured (twill texture on verso), ivory wove paper","After the Hurricane, Bahamas","Revered as America’s master of watercolor, Winslow Homer did not begin working in the medium until the mature age of thirty-seven. As a watercolorist, Homer adapted his practice to the diverse locales he visited. His sojourns in the tropics took him to the Bahamas, Bermuda, Cuba, and various locations in Florida. In each new environment, the self-taught artist pushed the flexible medium in new directions as he applied his increasingly sophisticated understanding of color and light to a new set of atmospheric conditions. This compelling watercolor was painted during Homer’s second trip to the Bahamas in the winter of 1898–99. Depicting a luckless man washed up on the beach, surrounded by fragments of his shattered craft, the work demonstrates the artist’s fascination with the rapid and dangerous weather changes of the region. Here sunlight glints through gradually thinning storm clouds. Homer employed thickly applied opaque red and yellow pigments for the seaweed tossed on the sand, creating a contrast with the thin washes and fluid brushstrokes that he used to render the receding waves.",https://www.artic.edu/artworks/16776/after-the-hurricane-bahamas
usa_28,William James Glackens,Oil on canvas,At Mouquin’s,"In this vivid painting, William Glackens portrayed the members of his circle at their favorite meeting place, the New York restaurant Mouquin’s. Jeanne Mouquin, the proprietor’s wife, shares a drink with James B. Moore, a wealthy playboy and restaurateur, while the artist’s wife, Edith, and art critic Charles Fitzgerald are reflected in the mirror behind them. Glackens used vivid brushwork to describe Jeanne Mouquin’s dress, while depicting her with an intent gaze that imbues the scene with tension and mystery. By combining portraiture and everyday scenes, the artist helped usher in a mode of painting suited to the uncertainties and new social activities of modern urban life.",https://www.artic.edu/artworks/15401/at-mouquin-s
usa_29,Charles Demuth,Oil and graphite on fiber board,…And the Home of the Brave,"Charles Demuth here portrayed a cigar factory using a sharply linear, planar style inspired by streamlined machinery. The building was part of the industrial landscape in his hometown of Lancaster, Pennsylvania, which Demuth began depicting with increasing monumentality in the last years of his life. Although he presented the factory with no reference to the potentially detrimental effects of industrialization, the painting expresses some irony or ambivalence. Demuth drew the title from the last line of “The Star-Spangled Banner,” which was adopted as the United States national anthem the year he painted this work, thus implying that for many workers, the factory was the new “home of the brave.”",https://www.artic.edu/artworks/64276/and-the-home-of-the-brave
usa_30,Charles White,"Charcoal, Wolff's carbon drawing pencil, and graphite, with stumping and erasing on ivory wood pulp laminate board",Harvest Talk,"Charles White is recognized for the richness of his graphic work and his paintings, which typically depict aspects of the history, culture, and life of African Americans. A native of Chicago, White attended the School of the Art Institute, the Art Students League of New York, and later the Taller de Gráfica Popular in Mexico. Beginning in 1939, he was employed by the Federal Art Project of the Works Progress Administration.White’s father was a railroad and steel worker and his mother was a domestic worker; this inspired in White a deep respect for labor. Harvest Talk, one of six charcoal and carbon pencil drawings originally exhibited at ACA Galleries in New York in 1953, exemplifies the artist’s mature drawing style. Here his strong, assured manner, coupled with the heroic proportions of the figures and the emphasis on the large scythe (an emblem often associated with the Soviet Union)—as well as the social realist sensibilities that prevail throughout his oeuvre, his travels to the Soviet Union, and his writings for and affiliation with left-wing publications such as Masses and Mainstream, Freedomways, and the Daily Worker—suggest that Harvest Talk was inspired by socialist ideals. Like many of White’s works on paper, it conveys the power of a mural despite its relatively small format.",https://www.artic.edu/artworks/111810/harvest-talk
usa_31,Winslow Homer,Oil on canvas,Croquet Scene,"One of America’s foremost painters, Winslow Homer began his career as an illustrator during the Civil War. In the late 1860s, he turned his acute observational and technical skills toward oil painting, depicting figures bathed in sunlight out-of-doors. These early paintings, often executed in series, feature scenes of upper-class leisure pursuits—in this case, women and men competing with one another in the popular sport of croquet, which had recently been introduced to the United States from the British Isles. In Croquet Scene, one of five paintings Homer completed on the subject, progress on “the grand round” seems fairly advanced. The crouching male figure positions the ball belonging to the woman dressed in red. She is about to croquet (or “send up the country”) another ball, probably belonging to the woman in the left foreground, who shields her eyes against the bright afternoon sun. Notable for its bold patterning, strong contours, and brilliant light effects, the painting epitomizes the spirit of a breezy summer afternoon.",https://www.artic.edu/artworks/44018/croquet-scene
usa_32,Frederic Edwin Church,Oil on canvas,View of Cotopaxi,"View of Cotopaxi brings together in visual form scientific, religious, political, and cultural ideas in the mid-19th century. Inspired by German naturalist Alexander von Humboldt’s concept of ecological interconnectedness, Frederic Edwin Church traveled to South America to meticulously study the tropical landscape. The artist produced at least ten finished paintings of the Ecuadorian volcano, this one completed in his studio just before his second visit to the region. For Church and other Christian viewers, nature, with all its creative and destructive wonders, was evidence of divine power. The painting likewise reflected an imperialist vision, as US government officials eyed Latin America as a site for territorial expansion and conquest.",https://www.artic.edu/artworks/76571/view-of-cotopaxi
usa_33,Eldzier Cortor,Oil and gesso on Masonite,The Room No. VI,"Eldzier Cortor painted The Room No. VI in Chicago, where he had grown up and trained as an artist. The work exposes the impoverished living conditions many African Americans experienced on the city’s South Side in the early decades of the 20th century. As a result of racial bias in housing, black residents were often forced to live in what were called “kitchenettes,” namely, apartments subdivided into one-room spaces with limited access to kitchens or bathrooms. The nude woman anchoring the composition is flanked by three other individuals, whose cropped bodies extend across a single mattress. The artist emphasized pattern and texture, particularly the shapes and brilliant colors of the bed linens, floorboards, and wallpaper. Cortor’s deliberately decorative vocabulary recasts the scene’s bleak circumstances into a dynamic, luminous composition.",https://www.artic.edu/artworks/191556/the-room-no-vi
usa_34,Stuart Davis,Oil on canvas,Ready-to-Wear,"The title of this vibrant painting refers to the American invention of mass produced, or “ready-to-wear,” clothing, a term first employed in an 1895 Montgomery Ward catalog. Stuart Davis looked to the sights and sounds of popular culture throughout his successful career, excited by innovations he saw in advertising, industry, and jazz music. Here, the broad, flattened areas of red, white, black, and blue may represent leftover pieces of fabric, while the angular white shape in the upper-right corner evokes a pair of scissors. With its bright palette and energetic composition, the painting celebrates not only the vitality of the ready-to-wear clothing industry but also, Davis suggested, America itself.",https://www.artic.edu/artworks/2189/ready-to-wear
