ids,artists,mediums,titles,descriptions,urls
eng_11,Sir Thomas Lawrence,Oil on canvas,Isabella Wolff,"Produced over the course of 12 years, this portrait depicts Isabella Wolff, one of Sir Thomas Lawrence’s most intimate friends, contemplating a printed image of the Delphic Sibyl from Michelangelo’s famous Sistine Chapel ceiling. Wolff’s serpentine pose cleverly echoes another Sibyl from that same work. The Sibyls were priestesses of Classical legend who made enigmatic judgments and prophecies. They were often pictured according to Western fantasies of the Near East, hence Wolff’s elaborate turban here. Lawrence was famed for his ability to evoke the surface effects and textures of clothing; that talent is on full display in Wolff’s shimmering satin gown.",https://www.artic.edu/artworks/4773/isabella-wolff
eng_12,Joseph Wright of Derby,Monochrome pastel (grisaille) on blue-gray laid paper,Self-Portrait in a Fur Cap,"Joseph Wright, a leading artist of the eighteenth century, spent most of his life in the central Midlands town of Derby, where he ran a successful portrait-painting practice. His best work in this vein portrays solid middle-class citizens, much like himself, with a keen perceptiveness of both character and physical appearance. Throughout his career, Wright was preoccupied with the evocative effects of light, specifically those produced by a single light source such as a candle, and the resulting play of shadows. Influenced by the powerful chiaroscuro of the superb mezzotints of Thomas Frye, a contemporary printmaker, Wright produced a number of dramatically lit self-portraits in oil, charcoal, and black-and-white pastel during the mid-1760s. Depicting himself in nocturnal lighting, wearing an exotic black hat, the artist evoked a time-honored tradition in portraiture: the deeply pensive artist who confronts himself and the viewer with a quiet challenge. Wright later ventured into landscape and genre subjects, the most original of which are concerned with the exploration of light phenomena. Portrait commissions continued to be a reliable source of income throughout his career.",https://www.artic.edu/artworks/76295/self-portrait-in-a-fur-cap
eng_13,,"Silk cut and voided velvet, linen appliqué, silk and gilt metallic thread embroidery, and metal spangles",Cope,"The production of textiles for churches—hangings, altar frontals, and liturgical vestments—was a thriving industry in Europe from the twelfth century through the eighteenth century. Among the finest ecclesiastical vestments is this resplendent velvet cope, a semicircular cloak worn as an outer garment in processions or during special ceremonies by a priest or bishop. The elegant needlework was called opus anglicanum (English work). Surrounding the cope’s central image of the Assumption of the Virgin, rendered in silk and gold threads, are seraphim standing on wheels, thistles, fleurs-de-lis, and double-headed eagles—all connected by tendrils animated by spangles. Old Testament prophets and New Testament saints with their attributes alternate on the orphrey band, which runs the full width of the work. Saint Paul is depicted on the hood, which rests on the back of the cope, while an image of God holding an orb decorates the morse, or closure. The brown-velvet ground is an unusual color for vestments of this style; it may have faded from purple or crimson.",https://www.artic.edu/artworks/36132/cope
eng_14,William Henry Fox Talbot,Photogenic drawing,Two Plant Specimens,"Contained within this haunting and poetic image is the seed of photography: the possibility of creating a negative from which an unlimited number of positives can be made. William Henry Fox Talbot produced this image by placing botanical specimens on sensitized paper and exposing them to light. He made this groundbreaking discovery after his 1833 honeymoon on the shores of Lake Como, in Lombardy, Italy. Frustrated by his inability to draw his Italian surroundings accurately, Talbot recalled the fleeting images of external objects that appeared within a camera lucida (an optical prism that creates a superimposed image on an artist’s drawing surface) and wondered how he could make them “imprint themselves durably, and remain fixed upon the paper.” What resulted, two years later, were the first camera negatives. Unveiled in 1839 and called photogenic drawing, Talbot’s process was perfected two years later into the calotype (from the Greek word kalos, meaning “beautiful”). By the end of his life, Talbot—whose far-ranging interests included mathematics, botany, etymology, and ancient Assyria—had also discovered the basis of halftone printing, obtained twelve patents, and authored seven books, including one of the first photographically illustrated books, The Pencil of Nature (1844).",https://www.artic.edu/artworks/38930/two-plant-specimens
eng_15,Mackay Hugh Baillie Scott (Designer),"Oak, ebony, ivory, mother-of-pearl, and copper",Manxman Piano,"A product of the Arts and Crafts movement in England, the Manxman Piano represents an innovative solution to the somewhat awkward form of the upright piano. Motivated by the shoddy results of industrial mass production, the movement advocated the recognition of furniture and decorative arts as works of art. Here the celebrated English architect and designer Mackay Hugh Baillie Scott created an object that is both cleverly functional and aesthetically pleasing. When opened, the lid and doors of the strikingly decorated cabinet act as acoustical sounding boards. Revealed inside is the musical instrument itself, along with a profusion of exquisite handcrafted metalwork, including candleholders fixed to the sides of the case. The overall design, like the keyboard, is a study in contrasts of light and dark; the lower section’s alternating pattern echoes the piano’s keys. A Manxman is an inhabitant of the Isle of Man, and the term derives from Scott’s early residence there. This piano is one of a number executed around 1900 with John Broadwood and Sons of London, who made the musical movements.",https://www.artic.edu/artworks/103943/manxman-piano
eng_16,Julia Margaret Cameron,Albumen print,Mrs. Herbert Duckworth,"Julia Margaret Cameron began photographing at age forty-eight, after receiving a camera as a gift from her daughter and son-in-law. She soon became obsessed with photography, reveling in its messy magic and focusing more on the overall effects of her pictures than on technical perfection. Although she made portraits of some of the most important men of her day, Cameron’s female subjects helped her to explore the realm of mythology and imagination in highly allegorical and literary pictures. She delighted in dressing and posing friends, relatives, and servants as the Virgin Mary, Queen Esther, or Shakespeare’s faithful Cordelia. Julia Jackson, Cameron’s niece, was one of the few female sitters who posed for the photographer as herself. Known as a great beauty throughout her life, she was a favorite subject for Cameron, who took dozens of photographs of her over the course of ten years. In April 1867, shortly before Jackson’s wedding to her first husband, Herbert Duckworth, Cameron made a series of head-on portraits of the young bride-to-be that alternately reveal Jackson as noble, tender, and vulnerable. In this photograph, made after the wedding, Cameron captured Jackson’s mature beauty and extraordinary strength.",https://www.artic.edu/artworks/157056/mrs-herbert-duckworth
eng_17,,"Linen, plain weave; underlaid with linen, plain weave; embroidered with gilt- and silvered-metal-strip-wrapped silk, linen and silk in knot, overcast, satin, split, and stem stitches; laid work, couching, and hemp, padded couching",Orphrey Band,,https://www.artic.edu/artworks/11144/orphrey-band
eng_18,Edward Calvert,Woodcut on paper,Ideal Pastoral Life,,https://www.artic.edu/artworks/4714/ideal-pastoral-life
eng_19,Sir George Clausen,Charcoal on tan wove paper (discolored from ivory),Standing Nude Woman,,https://www.artic.edu/artworks/4536/standing-nude-woman
eng_20,Eileen Alice Soper,Drypoint on cream wove paper,The Boat Swing,,https://www.artic.edu/artworks/5668/the-boat-swing
eng_21,Benjamin West (Painter),"Ivory guards and sticks, carved; paper mount, painted; gold leaf; metal pin with mother-of-pearl",Fan,,https://www.artic.edu/artworks/581/fan
eng_22,William Rothenstein,"Watercolor and pen and black ink, with red chalk and graphite, over lithograph, on cream laid paper, laid down on white wood-pulp laminate board",Women Fighting,,https://www.artic.edu/artworks/4539/women-fighting
eng_23,Stephen Gooden,Engraving in black on ivory wove paper,Bookplate of the Lakeside Press Library,,https://www.artic.edu/artworks/15715/bookplate-of-the-lakeside-press-library
eng_24,Eileen Alice Soper,Etching on cream laid paper,Skipping,,https://www.artic.edu/artworks/5705/skipping
eng_25,Julia Margaret Cameron,Albumen print,Julia Jackson,"Julia Margaret Cameron began photographing at age 48, when her daughter and son-in-law gave her a camera for her amusement. She soon made a name for herself with large-format, often allegorical compositions and portraits that defied the conventions of Victorian photography. A typical commercial portrait of the time presented a small standing figure, sharply focused and evenly lit. By contrast, Cameron’s photograph of her niece Julia Jackson concentrates on the subject’s head, showing clearly only limited planes of her face and leaving half of it shrouded in shadow. Known as a great beauty, Jackson was a favorite subject for Cameron, who made dozens of photographs of her. In April 1867, a month before Jackson’s wedding to her first husband, Herbert Duckworth, Cameron photographed the young bride-to-be. With her hair down and eyes wide, she is unsentimental, looking forward with purpose to her own personal and social transformation.",https://www.artic.edu/artworks/29230/julia-jackson
eng_26,Joseph Mallord William Turner,Oil on canvas,"Valley of Aosta: Snowstorm, Avalanche, and Thunderstorm",,https://www.artic.edu/artworks/109938/valley-of-aosta-snowstorm-avalanche-and-thunderstorm
eng_27,John Dean Paul,Hand-colored aquatint on ivory wove paper,"The First Ten Minutes, plate two from The Leicestershire Hunt",,https://www.artic.edu/artworks/2080/the-first-ten-minutes-plate-two-from-the-leicestershire-hunt
eng_28,Charles Joseph Hullmandel,Lithograph on paper,The Last Drop,,https://www.artic.edu/artworks/14688/the-last-drop
eng_29,John Copley,Lithograph on paper,Seen in a Mirror (Self-Portrait),,https://www.artic.edu/artworks/18575/seen-in-a-mirror-self-portrait
eng_30,,"Silk, warp-float faced 7:1 satin weave; appliquéd with silk, warp-float faced 7:1 satin and plain weaves; painted; embroidered with silk, silk 2:2 twill oblique interlaced tapes, gilt- and silvered-metal-strip-wrapped silk, and gilt- and silvered-metal strips, coils, wires and paillettes in satin, single satin, raised stem and a variety of buttonhole stitches; laid work and couching; feathers; glass beads and seed pearls",Picture Depicting the Queen of Sheba before King Solomon,,https://www.artic.edu/artworks/15152/picture-depicting-the-queen-of-sheba-before-king-solomon
eng_31,David Lucas,Mezzotint on paper,Old Sarum,,https://www.artic.edu/artworks/2144/old-sarum
eng_32,John Dean Paul,Hand-colored aquatint on ivory wove paper,"A Struggle for the Start, plate one from The Leicestershire Hunt",,https://www.artic.edu/artworks/2082/a-struggle-for-the-start-plate-one-from-the-leicestershire-hunt
eng_33,William Blake,"Hand-colored engraving on India paper, laid down on wove paper (chine collé)","The Circle of the Thieves; Agnolo Brunelleschi Attacked by a Six-Footed Serpent. Inferno, canto XXV",,https://www.artic.edu/artworks/2306/the-circle-of-the-thieves-agnolo-brunelleschi-attacked-by-a-six-footed-serpent-inferno-canto-xxv
eng_34,Sir Edward Burne-Jones,"Gouache, with watercolor and gold and silver paints on ivory wove paper, laid down on linen canvas",Cupid’s Hunting Fields,,https://www.artic.edu/artworks/12977/cupid-s-hunting-fields
eng_35,William Blake,Wood engraving on off-white wove paper,"Colinet Mocked by Two Boys, from The Pastorals of Virgil",,https://www.artic.edu/artworks/18286/colinet-mocked-by-two-boys-from-the-pastorals-of-virgil
eng_36,David Lucas,Mezzotint on paper,"River Stour, Suffolk",,https://www.artic.edu/artworks/2122/river-stour-suffolk
eng_37,Henry Fuseli,Oil on canvas,Two Heads of Damned Souls from Dante’s “Inferno” (front and back),"Henry Fuseli created the expressive head studies on each side of this unprimed canvas using strategically placed highlights and deep shadows built up of thin washes. The artist probably painted these oil sketches while living in Italy between 1770 and 1778. Both images were engraved as illustrations for Johann Caspar Lavater’s influential book on physiognomy, a popular pseudoscience that assessed an individual’s character based on their outward appearance. According to that text, the heads were inspired by the damned souls in Italian poet Dante Alighieri’s epic Inferno.",https://www.artic.edu/artworks/116101/two-heads-of-damned-souls-from-dante-s-inferno-front-and-back
eng_38,,,Sampler (Map),,https://www.artic.edu/artworks/15132/sampler-map
eng_39,Sir William Hamo Thornycroft,Bronze,"Teucer, Brother of Ajax",,https://www.artic.edu/artworks/567/teucer-brother-of-ajax
eng_40,Charles Hunt,Aquatint on paper,Saint Albans Steeplechase,,https://www.artic.edu/artworks/2056/saint-albans-steeplechase
eng_41,Frank Brangwyn,Lithograph on paper,"Canadians Entering Cambrai, from the series Ruins of War","This image stands out from the rest in the Ruins of War series. In this print, the spatial relationship between people and buildings is reversed. Rather than highlighting urban destruction within the picture plane, Frank Brangwyn filled the image with troops rushing in among the ruins. The Battle of Cambrai (1918) in the Nord-Pas-de-Calais region of northern France was a major success for Allied forces. Canadian troops fought alongside the British and New Zealand armies against Germany between October 8 and 10, 1918. The retreating Germans attempted to set fire to the city, but the Canadian soldiers stopped the flames, saving Cambrai.",https://www.artic.edu/artworks/8033/canadians-entering-cambrai-from-the-series-ruins-of-war
eng_42,Stanley Anderson,Engraving in black on cream laid paper,"Between Tides, Dieppe",,https://www.artic.edu/artworks/12647/between-tides-dieppe
eng_43,Lucian Freud,Oil on canvas,Two Japanese Wrestlers by a Sink,,https://www.artic.edu/artworks/70185/two-japanese-wrestlers-by-a-sink
eng_44,David Lucas,"Mezzotint with etching, in black, on cream wove paper",Salisbury Cathedral from the Meadows: the Rainbow,"The landscape painter John Constable owned an edition of J. M. W. Turner’s Liber Studiorum, which he famously referred to as the “liber stupidorum,” a critical remark directed at the ambitious size of the undertaking (of which only 71 of the planned 100 plates were finally printed), rather than its artistry. Constable nonetheless employed David Lucas’s considerable printmaking talents to immortalize 22 of his own paintings in mezzotint for a similarly scaled portfolio, English Landscape Scenery. They also collaborated on this larger plate, revising it until Constable’s death, as the artist agonized over every detail, explaining in a letter to Lucas: “If [the rainbow] is not tender—and elegant—evanescent and lovely … we are both ruined.”",https://www.artic.edu/artworks/2171/salisbury-cathedral-from-the-meadows-the-rainbow
eng_45,M. Dubourg,Hand-colored aquatint on paper,Title Page to Ruins of Rome,,https://www.artic.edu/artworks/13404/title-page-to-ruins-of-rome
eng_46,Francis Seymour Haden,Etching on ivory laid paper,Railway Encroachment,,https://www.artic.edu/artworks/4583/railway-encroachment
eng_47,John Northcote Nash,"Pen and brush and black ink, over graphite, on cream wove paper, prepared with a greenish-gray wash",Illegal Trades-No.1 The Bottled Cherry,,https://www.artic.edu/artworks/18752/illegal-trades-no-1-the-bottled-cherry
eng_48,John Singer Sargent,Oil on canvas,Thistles,"Beginning in 1885, John Singer Sargent increasingly spent time painting outside, exploring the techniques and subjects of Impressionism, inspired by a growing friendship with Claude Monet. Executing this work in rural England (or possibly Nice in southern France), Sargent experimented with distinctly broken brushwork and a high-keyed palette. Thistles captures the tangled movement of the windblown plants in light and shadow. This landscape composition is remarkably abstract: the dynamic patterning of the thistles asserts the flatness of the picture plane more so than any sense of depth. Sargent continued painting en plein air throughout his life, a practice that provided needed respite from his busy schedule as an acclaimed portraitist.",https://www.artic.edu/artworks/145807/thistles
eng_49,John Dean Paul,Hand-colored etching on paper,The Death,,https://www.artic.edu/artworks/2077/the-death
eng_50,Roger Mayne,Gelatin silver print,"Southam Street, North Kensington, IH 22",,https://www.artic.edu/artworks/7510/southam-street-north-kensington-ih-22
eng_51,Charles Hunt,Aquatint on paper,Saint Albans Steeplechase,,https://www.artic.edu/artworks/2060/saint-albans-steeplechase
eng_52,,"Linen, plain weave; embroidered with silk, silvered-metal-strip-wrapped fiber, and linen in chain and seed stitches",Bodice,,https://www.artic.edu/artworks/53171/bodice
eng_53,Augustus Edwin John,Graphite on ivory wove paper,"Woman in a Shawl, Sketch of Legs",,https://www.artic.edu/artworks/7606/woman-in-a-shawl-sketch-of-legs
eng_54,John Singleton Copley,Oil on canvas,Daniel Hubbard,"Between 1753 and 1774, John Singleton Copley painted 350 portraits, primarily of Bostonians. He was largely self-taught, his only formal training from his stepfather Peter Pelham, an English artist who specialized in mezzotint engraving. Pelham encouraged Copley to produce his own mezzotints and to learn to draw by copying English prints. By the time Daniel Hubbard (1764) and Mrs. Daniel Hubbard (Mary Greene) (c. 1764; 1947.28) were produced, the artist had established a popular portrait style featuring individualized faces and luxurious fabrics. A decade later, Copley left colonial Massachusetts for England to further his career and simultaneously escape the strong political divides among family, friends, and patrons amid the impending Revolution.",https://www.artic.edu/artworks/59784/daniel-hubbard
eng_55,William Blake,Wood engraving on off-white wove paper,"Thenot Under Fruit Tree, from The Pastorals of Virgil",,https://www.artic.edu/artworks/18279/thenot-under-fruit-tree-from-the-pastorals-of-virgil
eng_56,Arthur Devis,Oil on canvas,John Thomlinson and His Family,,https://www.artic.edu/artworks/2169/john-thomlinson-and-his-family
eng_57,John Jackson,Oil on canvas,“Portrait of the Artist”,,https://www.artic.edu/artworks/40652/portrait-of-the-artist
eng_58,Nicholas Dixon,Watercolor on vellum,Portrait of Mary of Modena,,https://www.artic.edu/artworks/16014/portrait-of-mary-of-modena
eng_59,John Dean Paul,Hand-colored aquatint on ivory wove paper,"Symptoms of a Skurry, plate three from The Leicestershire Hunt",,https://www.artic.edu/artworks/2075/symptoms-of-a-skurry-plate-three-from-the-leicestershire-hunt
eng_60,Glenn Brown,Oil on panel,Dark Star,"Adopting imagery from a diverse array of artists—including Salvador Dalí, Frank Auerbach, and science fiction illustrator Chris Foss—Glenn Brown’s paintings transform his original sources into works of swirling, brightly colored paint. Copied from reproductions, his distortions project his manipulated figures into an eerily futuristic world. A direct quotation of Rembrandt van Rijn’s A Bust of a Young Woman Smiling (1633; Gemäldegalerie Alte Meister, Dresden), Dark Star both captures and parodies the subtle expression of the original, yet still mimics its lush surface. Brown’s brushwork is actually thin, even glassy, rendering Rembrandt’s strokes utterly nontactile, their texture an illusion. The title, Dark Star, perhaps quoting the low-budget 1970s astronaut film of the same name, evokes the appeal of the science-fiction genre, serving to transport an Old Master painting into, or perhaps beyond, the realm of kitsch.",https://www.artic.edu/artworks/182391/dark-star
eng_61,Eileen Alice Soper,Etching on cream wove paper,Stop Thief!,,https://www.artic.edu/artworks/5727/stop-thief
eng_62,David Hockney,Photocollage (chromogenic prints),"Sunday Morning, Mayflower Hotel, N.Y.","David Hockney began making photographs in 1970, temporarily abandoning his primary medium of painting to explore the possibilities of what he called joiners, composite images made with multiple photographic prints. His joiners aim to get “closer to the way that we actually look at things, closer to the truth of experience.” They eschew the single-point perspective of a traditional photograph in favor of an image containing an accumulation of individual perspectives. Depicting the artist in bed—in the act of taking his own image in the facing mirror, surrounded by newspapers and brochures, cigarettes, and the furnishings of his hotel room—this self-portrait shows his morning as a duration instead of a single moment in time.",https://www.artic.edu/artworks/100864/sunday-morning-mayflower-hotel-n-y
eng_63,David Lucas,Mezzotint on paper,"Frontispiece, to Mr. Constable’s English Landscape, East Bergholt, Suffolk",,https://www.artic.edu/artworks/2111/frontispiece-to-mr-constable-s-english-landscape-east-bergholt-suffolk
eng_64,,"Silk, satin weave; embroidered",Picture,,https://www.artic.edu/artworks/2247/picture
eng_65,Eileen Alice Soper,Etching on cream laid paper,Swinging,,https://www.artic.edu/artworks/5693/swinging
eng_66,Henry Moore,"Bronze, from an edition of six",Large Interior Form,,https://www.artic.edu/artworks/100228/large-interior-form
