ids,artists,mediums,titles,descriptions,urls
itl_11,Antonio Canova,Marble,Bust of Paris,"The enormously popular Neoclassical sculptor Antonio Canova frequently made replicas or variants of his major works to satisfy the demand for his art. While executing a commission from Empress Josephine of France for a full-length statue of Paris (State Hermitage Museum, Saint Petersburg), Canova carved this bust for his friend Antoine Quatremère de Quincy, a French Neoclassical theorist and critic who greatly inﬂuenced the sculptor’s artistic ideals. It depicts the moment in Greek mythology when the shepherd Paris, called upon by Zeus to judge who was the most beautiful among Hera, Athena, and Aphrodite, turns to gaze at the three goddesses. Canova exploited the subject to create an ideal head, balancing the geometry of pure forms with the sensuousness of Paris’s expression. Upon receipt of the gift, Quatremère stated: “There is in [the bust] a mixture of the heroic and the voluptuous, the noble and the amorous. I do not believe that in any other work you have ever combined such life, softness, and chaste purity.” Documents indicate that Canova made four full-length marble statues and at least seven busts of Paris, a clear indication of the sculpture’s popularity.",https://www.artic.edu/artworks/102591/bust-of-paris
itl_12,Alessandro Vittoria,Bronze,The Annunciation,"Alessandro Vittoria translated into bronze the flickering light of Venetian Renaissance paintings. Working in wax (from which the finished bronze was then cast), he manipulated this relief’s form and edges to catch the light. The result is a highly animated surface in which everything—figures, drapery, clouds, and sky—seems to move with excitement, heightening the drama between the startled Virgin Mary and the archangel Gabriel, who has descended from heaven to announce that Mary will bear the son of God. Fully sculpted in the round, the archangel’s arm points to the smallest feature in the scene: a dove, representing the Holy Spirit of the Christian Trinity.This sculpture was commissioned by Hans Fugger, a member of a prominent Augsburg banking family, to decorate an altarpiece for the chapel of his family’s castle in Kirchheim in the Swabia region of Germany.",https://www.artic.edu/artworks/44741/the-annunciation
itl_13,Giovanni Battista Moroni,Oil on canvas,Gian Lodovico Madruzzo,,https://www.artic.edu/artworks/4081/gian-lodovico-madruzzo
itl_14,Lorenzo Monaco,Tempera on panel,Processional Cross with Saint Mary Magdalene and a Blessed Hermit,"Representative of the early work of Lorenzo Monaco, a Camaldolese monk and leading Florentine painter of the end of the fourteenth century and the beginning of the fifteenth century, the delicate colors and simplified forms of this Crucifixion are exceptionally well preserved. The medallion above the crucified Christ contains an image of Christ in Glory, holding a palm in each hand to symbolize his victory over death. Below, the crowned figure of King David holds an inscribed scroll. More often in Crucifixion scenes of this period, a pelican appears at the top of the cross and the skull of Adam lies at the foot. A penitential theme is suggested by the figures kneeling under the Cross: on the right is a haloed Magdalen in a red robe; on the left, a man with the incised rays of a beatus, or blessed one, emanating from his head wears the torn brown cloak of a hermit. He was probably meant to represent a specific hermit within the Camaldolese order. The panel has a hole drilled at the base, allowing it to be mounted on a pole and used as a processional cross, likely in the monastic Camaldolese community of Santa Maria degli Angeli, where Lorenzo lived and worked.",https://www.artic.edu/artworks/16231/processional-cross-with-saint-mary-magdalene-and-a-blessed-hermit
itl_15,Giovanni Battista Piazzetta,Oil on canvas,Pastoral Scene,"One of Venice’s leading painters, Giovanni Battista Piazzetta transformed the gritty realism and dramatic light effects of earlier Baroque painting into his own poetic style. This is one of two paintings of life-size, rustic ﬁgures that Piazetta made for his patron, Field Marshall Johann Matthias von der Schulenberg. Their meaning remains mysterious. The half-naked boy holding a basket of grapes has been interpreted as the infant Bacchus, the god of wine, although Piazzetta made no reference in his description of the work to a symbolic meaning. The artist was probably responding to his patron’s taste for pastoral scenes, a genre that appealed to middle- and upper-class city dwellers for its idealized views of rural life.",https://www.artic.edu/artworks/23333/pastoral-scene
itl_16,Francesco Durantino,Tin-glazed earthenware (maiolica),Wine Cistern,"Elaborately fashioned platters, vessels, and containers, often with decorative embellishments that indicated their specialized function or their owner’s social status, were displayed on the banquet tables of Renaissance Italy. Cisterns such as this were filled with cold water and used to cool wine bottles at feasts. Skillfully decorated by the Italian ceramic painter Francesco Durantino, this work typifies the Renaissance interest in both Christian imagery and scenes from pagan antiquity. It is covered with depictions of two famous battle scenes, one on land and one at sea. Although the exterior, adapted from frescoes by Raphael’s followers, represents a land battle culminating in the conversion of the Roman emperor Constantine I to Christianity, the cistern’s interior depicts a legendary naval disaster: the sinking of the Trojan hero Aeneas’s ships by the jealous goddess Hera. At the cistern’s center, the ships disappear beneath the waves, a playful conceit that was no doubt even more effective when the cistern was filled with water. The generously sized vessel displays all the characteristics that made maiolica, a tin-glazed earthenware, popular: brilliant colors, lively painting, and riveting narratives mixed with fanciful design. The term maiolica probably comes from Majorca, the port through which pottery from Moorish Spain was first exported to Italy.",https://www.artic.edu/artworks/25853/wine-cistern
itl_17,Francesco Guardi,Oil on canvas,The Garden of Palazzo Contarini dal Zaffo,"A member of a family of painters in Venice, Francesco Guardi is renowned for his lively views of the most recognizable monuments of this picturesque city and for his engaging architectural fantasies, or capricci. Wealthy travelers making the grand tour of Europe—considered an essential part of an education for upper-class men—provided an important market for such views. In this case, however, the patron was not a foreigner passing through Venice, but John Strange, who lived in the city on the lagoon as the British resident, or representative.This view of the garden of a private house in Venice was highly unusual for Guardi. On the right is the rear facade of the Palazzo Contarini dal Zaffo; the front faces the Grand Canal. The artist’s main subject here is the palace’s formal garden, a luxury in Venice’s crowded urban environment. Elegant couples stroll through the garden’s geometric parterres. Guardi’s attention to the play of light further animates the scene—a shadow cast by an unseen building in the foreground divides the composition and contrasts with the bright light reflected off the facade of the residence and the distant, shimmering lagoon on the left.These observations of light and place probably reflect the aesthetic interests of Strange, who commissioned the painting from Guardi as one of a set of four remarkably original views. Two of the four paintings show Strange’s own villa on the mainland. What connection Strange may have had to the Palazzo Contarini dal Zaffo is unclear.",https://www.artic.edu/artworks/111610/the-garden-of-palazzo-contarini-dal-zaffo
itl_18,Salvator Rosa,Etching with drypoint in black on ivory laid paper,The Fall of the Giants,"Just as the Giants—Gaia’s offspring—attempt to storm the throne of the Olympian gods, Jupiter brings them crashing down with a thunderbolt. He can be seen at the top in the clouds. Salvator Rosa executed this colossal composition at the pinnacle of his etching career, and dedicated it to the Florentine poet Horatio Quaranta. Rosa’s pessimistic admonition appears at the bottom of the sheet: “They are raised up high that they may be hurled down in more terrible ruin.”Multitalented with boundless energy, Rosa was also a poet, actor, musician, and painter. He made this print to promote his ideas for a painting of the same subject in hopes that a patron would sponsor its execution.",https://www.artic.edu/artworks/16/the-fall-of-the-giants
itl_19,,Steel with gilding,Shaffron,"Chivalry—with its connotation of the knightly ideal—was intimately connected with the horse (cheval in French). A knight took care to protect his mount, on which he was dependent for the mobility and speed required in both attack and retreat. In Roman times, some heavy cavalry used armor made of iron or bronze scales to protect their horses. From the twelth century on, knights covered their steeds in bands of iron mail (a network of interlocking rings). By the fifteenth century, full-plate armors were not uncommon. This shaffron, or headpiece, is etched in gilt bands with decoration on a finely dotted ground. Riveted between the eyes is an elongated conical spike, perhaps inspired by the horn of the mythical unicorn. A manifestation of great power and wealth, the shaffron has been valued for centuries as an object of beauty, not just as a tool of warfare and sport.",https://www.artic.edu/artworks/199854/shaffron
itl_20,Giovanni Battista Piranesi,Etching on heavy ivory laid paper,"View of Ponte Lugano on the Anio, from Views of Rome",,https://www.artic.edu/artworks/19/view-of-ponte-lugano-on-the-anio-from-views-of-rome
itl_21,Giovanni Battista Piranesi,Etching on heavy ivory laid paper,"Villa Pamphili outside Porta S. Pancrazio, from Views of Rome",,https://www.artic.edu/artworks/22/villa-pamphili-outside-porta-s-pancrazio-from-views-of-rome
itl_22,Salvator Rosa,Etching on ivory laid paper,"Two warriors, one seated asleep on a foreground rock, from Figurine series",,https://www.artic.edu/artworks/86/two-warriors-one-seated-asleep-on-a-foreground-rock-from-figurine-series
itl_23,Salvator Rosa,Etching with drypoint on ivory laid paper,"A warrior sits on a block and gestures; two figure are behind him, from Figurine series",,https://www.artic.edu/artworks/87/a-warrior-sits-on-a-block-and-gestures-two-figure-are-behind-him-from-figurine-series
itl_24,Master of the Die,"Engraving, printed in black, on paper",Joseph Sold by his Brothers,,https://www.artic.edu/artworks/34/joseph-sold-by-his-brothers
itl_25,Bartolomeo Biscaino,Etching printed in reddish brown on paper,Rest on the Flight into Egypt,"This tender scene depicts the Holy Family resting, while an angel picks fruit from a tree for the Virgin. The elegance of the twisting, attenuated figures reflects the influence of Biscaino’s teacher, Valerio Gastello, but it also recalls the Mannerist etching style of Parmigianino.",https://www.artic.edu/artworks/89/rest-on-the-flight-into-egypt
itl_26,Luigi Rossini,Etching on off-white wove paper,The Arch of Septimus Severus,"Luigi Rossini trained as an architect in Bologna before moving to Rome in 1813, where he had more success as an artist. Following in the footsteps of Giovanni Battista Piranesi, Rossini began a series of etchings of Rome’s constructed marvels. His extensive knowledge of structural design proved valuable for his accurate, detailed portrayals of sites such as the antique arch of Septimus Severus. Whereas Piranesi tended to exaggerate his scenes, Rossini remained grounded in his realistic representations. Because Rossini’s depictions are so precise, his prints serve as important records of Rome’s architectural heritage.",https://www.artic.edu/artworks/23/the-arch-of-septimus-severus
itl_27,Baccio Baldini,Engraving in gray-black on paper,The Prophet Amos,,https://www.artic.edu/artworks/44/the-prophet-amos
itl_28,Luca Ciamberlano,Engraving in black on ivory laid paper,"Portrait Bust of a Woman with a Large Collar, from Perfect School to Learn How to Draw the Entire Human Body (English translation)",,https://www.artic.edu/artworks/46/portrait-bust-of-a-woman-with-a-large-collar-from-perfect-school-to-learn-how-to-draw-the-entire-human-body-english-translation
itl_29,Giovanni Jacopo Caraglio,Engraving in black on ivory laid paper,The Battle around the Shield and Lance,"Amidst the chaos of battle, a shield and lance rest quietly in the foreground. These icons of military prowess are surrounded by bucking horses, falling soldiers, and spears. It is ironic that Giovanni Jacopo Caraglio chose to depict the Romans as skilled cavalrymen, since the cavalry was the weakest part of the Roman army until the late Imperial Period (A.D. 3rd/4th century). The inscription at the bottom of the engraving attributes the design for this print to Raphael; it may preserve a rejected idea for his Battle for the Milvian Bridge in the Sala di Costantino in the Vatican, Rome.",https://www.artic.edu/artworks/30/the-battle-around-the-shield-and-lance
itl_30,Paolo Farinato,Etching in black on paper,Saint John the Evangelist,,https://www.artic.edu/artworks/68/saint-john-the-evangelist
itl_31,Salvator Rosa,Etching in sanguine on ivory laid paper,Saint William of Maleval,"Salvaror Rosa’s many etchings were already so popular by the 18th century that entire books of reproductions were being produced in states that w’ere deceptively similar to the original prints. This example, showing a medieval hermit saint doing penance in a suit of armor (while lashed to a tree below’ a crucifix), is known in both black-and-white and sanguine (reddish brown) impressions.",https://www.artic.edu/artworks/91/saint-william-of-maleval
itl_32,Martino di Bartolomeo di Biagio,"Manuscript cutting with tempera and gold leaf, with rounded gothica textualis inscriptions in black ink, ruled in red, on parchment",Saint Benedict Presenting his Rule to Benedictine and Cistercian Monks in a Historiated Initial “O” from a Choirbook,,https://www.artic.edu/artworks/10927/saint-benedict-presenting-his-rule-to-benedictine-and-cistercian-monks-in-a-historiated-initial-o-from-a-choirbook
itl_33,Leafless Group,"terracotta, black-figure",Mastoid (Drinking Cup),"This cup was shaped to fit easily in the drinkers hand, and was likely used as part of the Greek symposium. Much like modern academic symposiums, in which people discuss a topic of common interest, debunking old theories and putting forth new hypotheses; the men of ancient Athens regularly got together in private homes to exchange ideas. Afterward the participants might continue the conversation, discussing their impressions in greater detail or simply socializing over a drink. As the evening progressed, participants engaged in other pleasures, including games, performances, and sex. Wine played a major role in fueling these evenings, and as such the myriad vessels used in the symposium often paid homage to drink.Here, the god of wine Dionysos rides astride a donkey. Before and behind him satyrs - the gods half man half goat companions - are visually aroused by the scene; while a Maenad - their female counterpart - leads the procession while strumming a lyre. The background of this scene is decorated with winding vines, enforcing the themes of wine, revelry and music.",https://www.artic.edu/artworks/155/mastoid-drinking-cup
itl_34,Cristofano Robetta,Engraving on paper,Allegory of Envy,"Flanked by younger couples entwined in erotic poses, an unaccompanied older woman appears to scowl. It is unclear whether the central figure, traditionally identified with envy, is the one experiencing the feeling or merely a visual symbol of it. Secular allegorical subjects were popular with Renaissance printmakers, especially in Italy. In this case, the Florentine engraver Cristofano Robetta copied German prints by Albrecht Dürer for the landscape in the background.",https://www.artic.edu/artworks/4373/allegory-of-envy
itl_35,Nicoletto da Modena,Engraving in black on cream laid paper,The Nativity and the Adoration of the Shepherds,,https://www.artic.edu/artworks/4376/the-nativity-and-the-adoration-of-the-shepherds
itl_36,,"Silk, plain weave variation with supplementary gilt-metal-strip wrapped silk facing wefts forming weft loops in areas and with supplementary pile warps forming cut, pile-on-pile, voided velvet",Panel,,https://www.artic.edu/artworks/1587/panel
itl_37,,"Silk, plain weave with supplementary silk facing wefts, secondary binding warps tying supplementary gilt-metal-strip-wrapped silk patterning and brocading wefts forming weft loops in areas and supplementary pile warps forming cut voided velvet",Fragment,,https://www.artic.edu/artworks/1875/fragment
itl_38,,"Silk and linen, satin damask weave",Panel,,https://www.artic.edu/artworks/1895/panel
itl_39,Carlo Maratti,"Red chalk, heightened with white chalk, on blue laid paper, laid down on ivory laid paper",Head of Child,,https://www.artic.edu/artworks/7012/head-of-child
itl_40,Master F. P.,Etching in black on cream laid paper,Saint James the Greater,"In this etching copying Parmigianino’s Saint James the Greater, three-quarters of the upper margin has been trimmed away, leaving only the tip of the saint’s standard emerging from the top. The form of the etching itself conjured up this alteration, and another impression, at the British Museum, which has also been altered in this fashion.",https://www.artic.edu/artworks/42/saint-james-the-greater
itl_41,Ancient Roman,Silver,Denarius (Coin) Depicting the God Apollo,"The front of this coin depicts the god Apollo, facing right.On the back, the goddess Minerva is shown in a type of chariot called a quadriga.",https://www.artic.edu/artworks/9978/denarius-coin-depicting-the-god-apollo
itl_42,Francesco Buoneri,Oil on canvas,The Resurrection,"Francesco Buoneri was one of the closest followers of Caravaggio, the groundbreaking and influential painter of the Italian Baroque period. Buoneri may have assisted and modeled for Caravaggio during the elder painter’s last years in Rome, a personal connection suggested by his contemporary nickname, Cecco (a diminutive of Francesco) del Carravaggio. The Resurrection exaggerates the bold contrast of light and dark and the realistic treatment of sacred figures that were hallmarks of Caravaggio’s revolutionary style.The only documented painting by Buoneri, this work was commissioned in 1619 by the Tuscan ambassador to Rome, Piero Guicciardini, for his family’s chapel in Florence. For reasons lost to history, the painting was rejected, a not uncommon event in Rome’s rapidly evolving art scene. It was eventually sold to another important collector, Cardinal Scipione Borghese.",https://www.artic.edu/artworks/19336/the-resurrection
itl_43,Cristofano Robetta,Engraving on ivory laid paper,Allegory of Carnal Love,"Cristofano Robetta’s Allegory of Carnal Love depicts a scene of love and death in a friezelike composition, with two pairs of lovers in a triangle-like formation with a putto at each point. Standing at the far left of the scene is an enigmatic divine figure drawing in the bodies of the lovers closest to him with his sash. Is he, like the skull underfoot, a symbol of death, reminding the viewer of what lies in store?",https://www.artic.edu/artworks/4370/allegory-of-carnal-love
itl_44,Salvator Rosa,Etching with drypoint on ivory laid paper,A Warrior in Full Armor in a Grotto,,https://www.artic.edu/artworks/85/a-warrior-in-full-armor-in-a-grotto
itl_45,,"silk, fancy simple satin weave",Fragment,,https://www.artic.edu/artworks/1889/fragment
itl_46,Pompeo Girolamo Batoni,Oil on canvas,Allegory of Peace and War,"Pompeo Batoni’s grand portraits and numerous religious and historical commissions established him as the leading Roman painter of his day. He painted Peace and War on his own initiative, without a commission, attracting critical praise for the work’s graceful invention. It combines elements of Rococo softness and eroticism with the newly fashionable Neoclassical style. War, represented by the god Mars, is restrained by a personification of peace, who bears an olive branch.",https://www.artic.edu/artworks/149778/allegory-of-peace-and-war
itl_47,Antonio Mancini,Oil on canvas,Resting,,https://www.artic.edu/artworks/15705/resting
itl_48,Giulio Bonasone,Engraving in black on paper,The Triumph of Bacchus,,https://www.artic.edu/artworks/640/the-triumph-of-bacchus
itl_49,,"Silk and gilt-animal-substrate-wrapped linen, warp-float faced 4:1 satin weave with twill interlacings of secondary binding warps and supplementary patterning wefts",Fragment (From an Orphrey Band),,https://www.artic.edu/artworks/1871/fragment-from-an-orphrey-band
itl_50,Giuseppe Maria Crespi,Oil on canvas,The Wedding at Cana,"Giuseppe Maria Crespi filled this depiction of the wedding feast where Jesus performed his first miracle with luxurious accessories and smaller interactions between characters within the larger narrative. On the left, Jesus converses with his mother; on the right, the wedding’s astonished host and his servant taste the water Jesus has miraculously turned into wine. The painting brings together the Venetian tradition of color and grandeur with the close observation of figures characteristic of the artist’s native Bologna.",https://www.artic.edu/artworks/2166/the-wedding-at-cana
itl_51,Sandro Botticelli,Tempera on panel,Virgin and Child with an Angel,"In this humanizing yet idealized depiction of the Virgin Mary embracing the baby Jesus, Sandro Botticelli conveys the sacred beauty of maternal love. Mary, expression soft and skin luminous, nuzzles her son’s chubby cheek as he grasps the nape of her neck. An angel, smaller in scale, looks on adoringly. Celebrated in his own time, Botticelli developed a distinctly sentimental and tactile style of painting for both religious and secular subjects.",https://www.artic.edu/artworks/80530/virgin-and-child-with-an-angel
itl_52,Nicolò Boldrini,Woodcut printed in black on ivory laid paper,Laöcoon,"Niccolò Boldrini’s parody of the Hellenistic Laöcoon sculpture, rediscovered in 1506, turns the writhing tragic figures into a trio of hirsute apes. Boldrini frequently worked from drawings by Titian. This particularly comedic composition suggests that the painter was lampooning the smaller-scale copies based on the Laöcoon that Titian could have seen in Venice. Alternately, the print could reference the contemporary debate over the anatomical similarities between humans and apes, in which Andreas Vesalius’s new research (based on his dissection of human cadavers) clashed with the long-accepted writings of the ancient Greek physician Galen.",https://www.artic.edu/artworks/20729/laocoon
itl_53,Bartolomeo di Giovanni,Tempera on panel (poplar),Scenes from the Life of Saint John the Baptist,,https://www.artic.edu/artworks/25740/scenes-from-the-life-of-saint-john-the-baptist
itl_54,Antonio Maragliano,Wood,Virgin of the Immaculate Conception,,https://www.artic.edu/artworks/10022/virgin-of-the-immaculate-conception
itl_55,Tintoretto,Oil on canvas,Tarquin and Lucretia,"According to Roman history, the rape of the virtuous matron Lucretia by Tarquin, son of the king of Rome, incited the people to overthrow the monarchy and establish a republic around 510 BCE. Lucretia was hailed as a hero for subsequently committing suicide in an attempt to avoid any perceived dishonor to her family. With his characteristic expressive distortions of anatomy and space and vibrant treatment of light, Tintoretto depicted one of the most violent moments of the story. As Tarquin and Lucretia struggle, a pillow flies through the air, her pearl necklace breaks apart, and the fabric and carved post of the bed’s canopy collapses around them.",https://www.artic.edu/artworks/64920/tarquin-and-lucretia
