ids,artists,mediums,titles,descriptions,urls
ch_26,,Crystal with carved decoration,Covered Ewer with Lizard-Shaped Handle,,https://www.artic.edu/artworks/14460/covered-ewer-with-lizard-shaped-handle
ch_27,,Jian ware; dark-gray stoneware with dark-brown glaze and overglaze “hare’s fur” markings in iron oxide,Tea Bowl,"Song dynasty potters achieved unprecedented refinement in iron-rich, chocolate brown stonewares with lustrous dark glazes. This bowl’s “hare’s fur” effect was formed naturally when an iron-rich slip was applied to the rim of the glazed surface. During firing, gravity pulled particles of this slip downward into the bowl, creating feathery streaks.The much-admired style of this piece originated at kilns in southeastern Fujian province, which specialized almost exclusively in conical tea bowls. These bowls fit perfectly in cupped hands and visually intensified the milky froth of white tea, brewed from young tea leaves that were steamed, baked, press-molded into cakes, reground to a fine powder, and then blended and whipped with boiling water. This type of blackware is popularly designated temmoku, the Japanese name of a mountain in south China and the site of a Buddhist monastery where Japanese monks treasured such bowls for tea-drinking rituals.",https://www.artic.edu/artworks/20392/tea-bowl
ch_28,,"Silk, satin weave, with needlework",Man’s Boots,,https://www.artic.edu/artworks/15906/man-s-boots
ch_29,,Porcelain painted in overglaze famille rose enamels,"Bowl with Medallionsof Butterflies, Peonies, Chrysanthemums, Peaches, Plums and Orchidsf Butterflies",,https://www.artic.edu/artworks/5006/bowl-with-medallionsof-butterflies-peonies-chrysanthemums-peaches-plums-and-orchidsf-butterflies
ch_30,Sino Tibetan,Gilt copper alloy with traces of pigment (lapis lazuli),"Green Tara, Seated in Pose of Royal Ease (Lalitasana), with Lotus Stalks on Right Shoulder and Hands in Gestures of Reasoning (Vitarkamudra) and Gift Conferring (Varadamudra)","China’s pantheon of Buddhist deities, with their accompanying rituals and artistic styles, burgeoned following its conquest by the Mongols and its absorption into the pan-Asian, multiethnic Yuan empire (1279 1368). From then on, many Chinese rulers and members of elite society, of both native and foreign heritage, became fervent devotees of Tibetan Buddhism. This faith is also known as Vajrayana (Diamond Path) Buddhism or, for its esoteric teachings derived largely from Hinduism, Tantric Buddhism. Buddhist images made in China but influenced by Tibetan (as well as Nepalese) iconography and style are termed Sino-Tibetan.This image depicts one of many emanations of the compassionate god Tara. An inscription on the top surface of its throne reads “Da Ming Yongle nian zhi” (Bestowed in the Yongle reign of the Great Ming). The Yongle emperor was the third ruler of the Ming dynasty and a great patron of Buddhist art.",https://www.artic.edu/artworks/15722/green-tara-seated-in-pose-of-royal-ease-lalitasana-with-lotus-stalks-on-right-shoulder-and-hands-in-gestures-of-reasoning-vitarkamudra-and-gift-conferring-varadamudra
ch_31,,Porcelain with underglaze incised decoration,Cup,,https://www.artic.edu/artworks/12552/cup
ch_32,,Celadon-glazed porcelain with underglaze molded and incised decoration,Cup in the Shape of an Archaic Bronze Vessel with Lizards,,https://www.artic.edu/artworks/18522/cup-in-the-shape-of-an-archaic-bronze-vessel-with-lizards
ch_33,,Handscroll; ink and color on paper,A Hunt in the Mountains of Heaven,,https://www.artic.edu/artworks/79505/a-hunt-in-the-mountains-of-heaven
ch_34,,Longquan ware; celadon-glazed stoneware with underglaze mold-impressed decoration,Foliate Dish with Crane and Deer Amid Clouds,,https://www.artic.edu/artworks/12476/foliate-dish-with-crane-and-deer-amid-clouds
ch_35,,Bronze,Suspension Bell (Bo) 东周时期青铜镈,,https://www.artic.edu/artworks/27925/suspension-bell-bo-dyo%D1%9Ae-yozh-zh%D1%9A%D1%9Fj%D1%9C-j-%D1%9Aj
ch_36,,Longquan ware; stoneware with underglaze molded decoration,Foliate Cup and Stand,,https://www.artic.edu/artworks/21653/foliate-cup-and-stand
